,question,category,answer,choices/0,choices/1,choices/2,choices/3
49,Dont expect to eat something fancy when youre flying ___________________.,newest,because its plane food,because its plane food,unless you bring your own food,unless youre a good tipper,because its plain food
50,If you get sick at the airport it could be a _____________.,newest,terminal illness,disaster for the folks around you,sign of a fatal disease,real upsetting experience,terminal illness
51,Traveling on a flying carpet is a ______________.,newest,rugged experience,rugged experience,tuff experience,blast but dont lean over,fairy tale of course
52,During his air test a young pilot flew through a rainbow. (Next sentence please),newest,He passed with flying colors.,"He thought he was in heaven, lost control of his plane and crashed.","Guess what, he found the pot of gold.",We never saw him again.,He passed with flying colors.
53,One of the first things youll notice at the Beijing airport is __________________.,newest,a whole lot of Chinese checkers,a strange looking man in a clown suit pointing you to McDonalds,no lines because they are prohibited by law,a whole lot of Chinese checkers,a big sign that says	æ­¡è¿  (welcome in Chinese traditional) or    æ¬¢è¿ (in Chinese simplified)
54,An astronaut broke the law of gravity and got ______________ .,newest,a suspended sentence,a suspended sentence,hung up in the air,some floating debris up his nose,strung up by his toes
55,The little green men told me it was the Dog Star. I told them ______________ .,newest,they cant be Sirius,they cant be Sirius,not one more martini,it sure as hell looks like a cat from here,they cant be serious
56,Did you hear about the pilot who always had work? (Next sentence please),newest,He was great at landing a job.,He was great at landing a job.,His arrival always caused a stir.,He never asked for any pay.,He was always stoned and flying high.
57,An astronaut who fails on a weightlessness experiment must be ______________.,newest,aware of the gravity of the situation,hospitalized immediately with broken bones,counselled about the enormity of his problems,drawn and quartered,aware of the gravity of the situation
58,The cost of the space program is____________ .,newest,astronomical,astronomical,through the ceiling,astrophysical,cosmological
59,"If the Taiwanese director doesnât win an Oscar, hell ________________.",newest,be one Ang Lee fellow,never direct another film,really be angry,be one Ang Lee fellow,probably move to Detroit
60,"When I learned what the gun lobby was doing, I ___________ !",newest,went ballistic,hitched up my holster,left the lobby,shot my dog,went ballistic
61,I once knew a guy who had fish and chips every day for a year. (Please add the next sentence).,newest,His stomach took a battering.,He died of scurvy.,His stomach took a battering.,His face looked like a fish and he had a chip on his shoulder.,He smelled of garlic for the next 5 years.
62,"When the Pirates of the Caribbean ordered my death, my mind went _________. I knew I was in _____  ______.",newest,plank - Depp ship,plank - Depp ship,blank - deep dodo,blank - Depp ship,plank - deep dodo
63,The painter was hospitalized due to ______________.,newest,too many strokes,too many strokes,too many toxic fumes,extreme wall staring,a big splashing mistake
64,"Its raining cats and dogs. Well, as long as it doesnt __________________.",newest,reindeer,reindeer,snow,get my suit wet,break my umbrella
65,"She wanted the large estate quite badly but, she dared not ___________________.",newest,mansion it to her frugal husband,mansion it to her frugal husband,mention it to her lover,mansion it to her lover,mention it to her frugal husband
66,"Since I went to work in the plumbing department of the home center, I have developed a _______________.",newest,multi-fauceted personality disorder,multi-faceted personality disorder,stinking personality,complete dislike for toilets,multi-fauceted personality disorder
67,Any country that obeys seat belt laws is an object of my _____________.,newest,fasten nation,fasten nation,fascination,strapping body,choosing planes
68,"Its not that the man did not know how to juggle, he just didnt have ______________.",newest,the balls to do it,the proper equipment,the balls to do it,enough bowling pins,the courage to face an audience
69,"During the first Academy Awards, Warner Brothers got an Honorary Award for The Jazz Singer. What individual got an Honorary Award as well?",newest,Charlie Chaplin,Charlie Chaplin,Mary Pickford,Buster Keaton,Emil Jannings
70,At the 1st Academy Awards ceremony this film was nominated for the most Academy Awards (5) and won only three.,newest,Seventh Heaven,Wings,Seventh Heaven,The Last Command,Sunrise: A Song of Two Humans
71,During this Academy Award ceremony no movie won more than one Oscar.,newest,2nd,2nd,1st,4th,3rd
72,What is the first film to win the Best Director Oscar without being nominated for Best Picture?,newest,The Divine Lady,The Patriot,The Divine Lady,The Divorcee,The Big House
73,What is NOT true about the 2nd Academy Awards?,newest,"Elliot Clawson was nominated for Best Writing of 3 pictures â The Cop,The Leatherneck, Sal of Singapore.",The number of categories was reduced from twelve to seven.,It was the only occasion where there were no official nominees.,"Elliot Clawson was nominated for Best Writing of 3 pictures â The Cop,The Leatherneck, Sal of Singapore.",It was the first ceremony for which the winners were not announced in advance.
74,This category was introduced during the 3rd Academy Awards and was the first new one since the awards began.,newest,Best Sound Recording,Best Assistant Director,Best Sound Recording,Best Engineering Effects,Best Live Action Short Film
75,This picture was the first western to win the Academy Award for Best Picture.,newest,Cimarron,Cimarron,In Old Arizona,The Noose,The Virginian
76,Who was the first child star to receive a Best Actor/Actress nomination?,newest,Jackie Cooper,Jackie Coogan,Shirley Temple,Mickey Rooney,Jackie Cooper
77,"What is the first film to be nominated only for the Best Picture Oscar, which it won?",newest,Grand Hotel,The Front Page,Grand Hotel,The Champ,Dr. Jekyll and Mr. Hyde
78,The 5th Academy Awards saw the introduction of 3 new categories. What was NOT one of them?,newest,"Best Live Action Short Film, Color","Best Live Action Short Film, Color","Best Live Action Short Film, Novelty","Best Live Action Short Film, Comedy",Best Animated Short Film
79,These were the first two movies to receive both Best Actor Oscar and Best Actress Oscar nominations.,newest,Cimarron; A Free Soul,Bulldog Drummond ; The Divorcee,Cimarron; A Free Soul,Shanghai Express; Bad Girl,The Patriot; The Divine Lady
80,What does the word Argo refer to in Ben Afflecks dramatic thriller Argo?,newest,a fake movie production,a secret society,a dangerous drug,a team of CIA operatives,a fake movie production
81,"In the Oscar-winning movie Life of Pi, Pi was named by his father after which of the following?",newest,a swimming pool in France,a traditional Indian dish,the mathematical symbol Ï,a river in India,a swimming pool in France
82,On what period of Abraham Lincolns life does Steven Spielbergs 2012 movie Lincoln focus?,newest,the final four months of his life,the final four months of his life,the first years of his presidency,his presidential nomination and campaign,his early years
83,"Jennifer Lawrence, who won the Academy Award for Best Actress for her role in Silver Linings Playbook, achieved international recognition as the heroine Katniss Everdeen in this movie.",newest,The Hunger Games,Avatar,Twilight,Black Swan,The Hunger Games
84,The 2012 Academy Award-winning musical drama Les MisÃ©rables was based on a novel by this French author.,newest,Victor Hugo,HonorÃ© de Balzac,Stendhal,Alexandre Dumas,Victor Hugo
85,In what country is the computer-animated fantasy film Brave set?,newest,Scotland,Iceland,Germany,Scotland,the USA
86,Who performed the song Skyfall which won the Academy Award for Best Original Song at the 85th Academy Awards?,newest,Adele,Adele,Michael BublÃ©,Kelly Clarkson,Rihanna
87,Which of these Acacemy Award-winning movies is NOT correctly matched with its director?,newest,Django Unchained - Joe Wright,Silver Linings Playbook - David O. Russell,Life of Pi - Ang Lee,Django Unchained - Joe Wright,Lincoln - Steven Spielberg
88,What actress portrays Anna Karenina in the self-titled 2012 romantic drama film?,newest,Keira Knightley,Anne Hathaway,Natalie Portman,Keira Knightley,Jennifer Lawrence
89,"This drama film, starring Jean-Louis Trintignant, Emmanuelle Riva and Isabelle Huppert, won the Best Foreign Language Oscar at the 85th Academy Awards.",newest,Amour,Amour,A Royal Affair,Kon-Tiki,Monsieur Lazhar
90,Which movie title was translated as Held by Wind in Montana in Japan?,newest,Horse Whisperer,Horse Whisperer,The Winds of Autumn,Man from Gods Country,Badlands
91,What movie title was translated in Japan as I Love My Dad The Best In The World?,newest,Jersey Girl,Jersey Girl,Jack Everyman,My Year Without Sex,Before Sunset
92,Iâm Drunk and Youâre a Prostitute is the Japanese title of this movie.,newest,Leaving Las Vegas,The Libertine,The Lost Weekend,Barfly,Leaving Las Vegas
93,"In the Philippines, they pull no punches with the title Because Sheâs Ugly. What is the original title of the movie?",newest,Never Been Kissed,Ben  Arthur,Never Been Kissed,Bloodeaters,Elephant Man
94,What movie title was translated as Rain of Falafel in Israel?,newest,Cloudy with a Chance of Meatballs,He Died with a Felafel in His Hand,Inception,Priest,Cloudy with a Chance of Meatballs
95,The title of what movie was translated as Love in the Skies in Israel?,newest,Top Gun,Forgetting Sarah Marshall,Top Gun,Father Goose,Passenger
96,What movie title was translated as Super Horny in Israel and Superguys Who Play Hooky in Portugal?,newest,Superbad,Q,Superbad,Hysteria,Drive Thru
97,What movie title was translated as The Spy Who Behaved Very Nicely Around Me in Malaysia?,newest,Austin Powers: The Spy Who Shagged Me,From Russia with Love,Our Man Flint,Johnny English,Austin Powers: The Spy Who Shagged Me
98,What film was called Super Speeding Cleaning Evil Accounts in Thailand?,newest,Drive Angry,The Ninth Gate,Night of the Demon,Evil Ambitions,Drive Angry
99,Hum Tum is the Bollywood version of this Hollywood film.,newest,When Harry Met Sally...,Sunshine State,When Harry Met Sally...,High Society,Separate Tables
100,The Sunny Classroom is the Japanese title of this American movie.,newest,Mr. Hollandâs Opus,Music of the Heart,Nowhere Boy,Mr. Hollandâs Opus,Music Within
101,I got a small ticket for speeding.  __________________.,newest,Its fine with me.,Its fine with me.,I dont pay them anyways.,big deal,I put up a big fuss.
102,"There are pigs that sound like horses, in _______________.",newest,my neigh-boar hood,my house using the toilet,my garden snouting around,my neighbor hood,my neigh-boar hood
103,Some mathematicians are reluctant to _________________.,newest,cosine a loan,cosine a loan,count their change,speak in tongues,cosign a loan
104,Every calendars days are ___________.,newest,numbered,numbered,reminders of the next day,on a calendar,printed
105,A cartoonist was found dead in his home. (Next sentence please),newest,Details are sketchy.,A crayon was the weapon of choice.,The police want to know what happens at the end of the current cartoon.,He should have been working in an office.,Details are sketchy.
106,I fed some lemon to my cat and now I have a __________.,newest,sour puss,yen for limes,problem with sour fruit,cat with allergies,sour puss
107,Santas helpers are ________________.,newest,subordinate clauses,subordinate clauses,his reindeer,little strange looking elves,useless after a New Years Eve party
108,Did you see the movie about the hot dog?,newest,It was an Oscar Wiener.,It was a tasty treat.,It was an Oscar Wiener.,It was an Oscar Winner.,It was too long.
109,Whatâs a real estate lawyerâs least favourite song?,newest,Lien On Me,Lean On Me,Take the Money and Run,Will Your Lawyer Talk to God For You?,Lien On Me
110,"âIf there are no stupid questions, then what kind of questions do stupid people ask? Do they get smart just in time to ask questions?â Which comic book creator created this witty remark?",newest,Scott Adams,Will Eisner,Frank Miller,Scott Adams,Brian Bolland
111,"âIf you simplify your English, you are freed from the worst follies of orthodoxy. You cannot speak any of the necessary dialects, and when you make a stupid remark its stupidity will be obvious, even to yourself.â Which novelist said this?",newest,George Orwell,F. Scott Fitzgerald,George Orwell,Evelyn Waugh,Graham Greene
112,"Which bozo made both of these quotes: âIf youre going to get mad at me everytime I do something stupid then I guess Ill have to stop doing stupid things!â and Stupid, eh? Yeah, Im stupid. Stupid like a fox!â.?",newest,Homer Simpson from The Simpsons,Peter Griffin from Family Guy,Woody Boyd from Cheers,Joey Tribbiani from Friends,Homer Simpson from The Simpsons
113,"âCreating a cultural icon out of someone who goes, Im stupid, isnt it cute? makes me want to throw daggers. I want to say to them, My grandma did not fight for what she fought for just so you can start telling women its fun to be stupid. Saying that to young women, little girls, my daughter? Its not OK.â Which actress owns this one?",newest,Reese Witherspoon,Jessica Simpson,Paris Hilton,Reese Witherspoon,Megan Fox
114,âBeware your inner idiot. Success and stupidity dont mix. Your bosss stupidity is only half the problem. Your own stupidity can easily complete the disaster.â Which government official said this?,newest,J. Edgar Hoover (Director of the FBI),Norman Thomas (US Socialist Presidential Candidate),Winston Churchill (Prime Minister of Britain),Clarence Thomas (Supreme Court Justice),J. Edgar Hoover (Director of the FBI)
115,âI refuse to slap some stupid words on the stupid paper just so we have a stupid song finished.â Which singer/songwriter came up with the triple stupid?,newest,Suzanne Vega,Nelly Furtado,Amy Winehouse,Suzanne Vega,Missy Elliott
116,"Which comedian do you think came up with these remarks: âJust think of how stupid the average person is, and then realize half of them are even stupider!â and âThink of how stupid the average person is, and realize half of them are stupider than that.â.",newest,George Carlin,Jeff Foxworthy,Jay Leno,George Carlin,Don Rickles
117,"What philosopher said âMen are born ignorant, not stupid. They are made stupid by education.â?",newest,Bertrand Russell,Henry David Thoreau,Bertrand Russell,John Stuart Mill,Noam Chomsky
118,"Who said, âSome people think having large breasts makes a woman stupid. Actually, its quite the opposite: A woman having large breasts makes men stupid.â?",newest,Rita Rudner,Rosie ODonnell,Rita Rudner,Queen Latifah,Bette Midler
119,"âI have many regrets, and Im sure everyone does. The stupid things you do, you regretâ¦ if you have any sense, and if you dont regret them, maybe youre stupid.â is a quote from this famous actress.",newest,Katharine Hepburn,Joanne Woodward,Audrey Hepburn,Bette Davis,Katharine Hepburn
120,"âConservatives are not necessarily stupid, but most stupid people are conservatives.â What political economist made this unflattering comment?",newest,John Stuart Mill,Donald L. Horowitz,Henry Kissinger,John Stuart Mill,NiccolÃ² Machiavelli
121,"This famous actress uttered the words: âIf I play a stupid girl, and ask a stupid question, Ive got to follow it through. What am I supposed to do, look intelligent?â",newest,Marilyn Monroe,Ursula Andress,Marilyn Monroe,Raquel Welch,Bo Derek
122,"The Unbelievable Trip In A Wacky Aeroplane or The Incredible Journey In A Crazy Airplane are the German titles of this movie. In Australia, New Zealand, South Africa, Japan and the Philippines it is known as Flying High.",newest,Airplane!,Away We Go,Get Shorty,Up,Airplane!
123,My Partner With the Cold Snout is the German title of this movie.,newest,K-9,Ace of Hearts,K-9,Top Dog,Beverly Hills Chihuahua
124,This movie title is translated into German as Floppy Coppers Donât Bite or Yellow Coppers Donât Bite.,newest,Dragnet,Dragnet,Starsky  Hutch,Wasabi,Osmosis Jones
125,This movie is known as Die Slowly in Germany  and as Skyscraper Attack in Portugal.,newest,Die Hard,Die Hard,Die Hard 2,Die Hard: With a Vengeance,Die Hard Dracula
126,"This movie is titled Die Slowly, Now More Than Ever in Germany and Die Hard: Mega Hard in Denmark its titled. However, in Spain it is known as Crystal Jungle.",newest,Die Hard: With A Vengeance,Die Hard Dracula,Die Hard: With A Vengeance,Die Hard 4.0,Die Hard 2
127,I Think Iâm Kicked by a Horse is the German title of this movie.,newest,Animal House,Under the Western Sun,Animal House,Son of Paleface,Cat Ballou
128,Play me the Song of Death is a title inspired by a line from this movie.,newest,Once Upon a Time in the West,The Mark of Zorro,Liberty Heights,Once Upon a Time in the West,The Alamo
129,The Year 2022. Those Who Want to Survive is the German title of this movie.,newest,Soylent Green,Dawn of the Dead,Avatar,Soylent Green,Alien
130,A Pope to Kiss is the German title of this movie.,newest,The Pope Must Die,Gone with the Pope,The Shoes of the Fisherman,Luther,The Pope Must Die
131,The title of what sci-fi movie was translated in Germany as Alarm in Space.,newest,Forbidden Planet,Alien,Galaxy Quest,Apollo 13,Forbidden Planet
132,Final Call â When He Hangs Up She Has to Die is the German title of this movie.,newest,Cellular,Dial M For Murder,Cellular,Phone Booth,The Crazies
133,Good Vibrations â Sex From Another World is the German title of this movie.,newest,What Planet Are You From?,What Planet Are You From?,Mars Attacks!,Another Earth,Stealing Sinatra
134,In Germany this movie is titled Cuckoo while in Japan it is called 17-Year Old Girlâs Medical Chart.,newest,"Girl, Interrupted",Exit Strategy,Something Borrowed,Nurse Betty,"Girl, Interrupted"
135,How much armor does a rank 6 Colossus have in the strategy game Battle Nations?,newest,375,224,190,500,375
136,Which unit was NOT a limited time offer in the game Battle Nations?,newest,Peace Keeper,Ninja Trooper,Peace Keeper,Special Agent,Saboteur
138,Which unit was not in the 2.6 update of the game Battle Nations?,newest,Lightning Trooper,Lightning Trooper,Wolf Scrapper,Guerrilla,Veteran
139,How much nanopods does the Meerkat cost in the video game Battle Nations?,newest,45,50,60,55,45
140,Which two units can give enemies the Frozen status in the game Battle Nations?,newest,Cryo Trooper and Frostbite,Freeze Trooper and Freeze Jeep,Cryo Trooper and Frostbite,Ice Trooper and Blizzard,Freeze Trooper and Freeze tank
141,Which Battle Nations unit has the highest dodge capabilities?,newest,Scout Bike,Assassinator,Humvee,Ninja,Scout Bike
142,Which Silver Wolf unit is not trainable in the game Battle Nations?,newest,Garbage Truck,Pickup,Wolf Enforcer,Garbage Truck,Wolf Artillery
143,Which building trains Allied Raider Mammoths in the strategy game Battle Nations?,newest,Prestigious Academy,Barracks,Animal Trainer,Prestigious Academy,Raider Training Camp
144,How many tiers of The Infected are there in the game Battle Nations?,newest,4,4,None,2,6
145,What is the name of Natalie Portmans Black Swan co-star whom she married in August 2012?,newest,Benjamin Millepied,Darren Aronofsky,Joseph Fiennes,Vincent Cassel,Benjamin Millepied
146,What actress wore a Valentino wedding dress when she married actor and jewelry designer Adam Shulman?,newest,Anne Hathaway,Anne Hathaway,Drew Barrymore,Kate Winslet,Jessica Biel
147,"In December 2012, this Oscar-winning actress secretly married her boyfriend of about one year, Ned Rocknroll.",newest,Kate Winslet,Anne Hathaway,Blake Lively,Kate Blanchett,Kate Winslet
148,Who was actor Ryan Reynolds married to prior to tying the knot with his Green Lantern co-star Blake Lively?,newest,Scarlett Johansson,Reese Witherspoon,Jpdie Foster,Scarlett Johansson,Alanis Morissette
149,"In May 2012, this celebrity married Priscilla Chan, in a ceremony at his home in Palo Alto, California.",newest,Mark Zuckerberg,Bill Gates,Mark Zuckerberg,David Mitchell,Matthew McConaughey
150,"After four years together, this couple announced their split in March 2011. However, by fall 2011 they reunited and married in October 2012 at the Borgo Egnazia resort in Fasano, Italy.",newest,Jessica Biel and Justin Timberlake,Drew Barrymore and Will Kopelman,Jessica Biel and Justin Timberlake,Reese Witherspoon and Jim Toth,Blake Lively and Ryan Reynolds
151,"In 2012, this actor married Hilaria Thomas, an instructor with Yoga Vida in Manhattan, who is 26 years his junior.",newest,Alec Baldwin,Daniel Craig,Alec Baldwin,Bruce Willis,Michael Douglas
152,"On June 2, 2012, this actress married art consultant Will Kopelman and on September 26, 2012, she gave birth to her first child, Olive.",newest,Drew Barrymore,Drew Barrymore,Kate Winslet,Anne Hathaway,Cynthia Nixon
153,"This longtime couple, whose third child was born in December 2012, tied the knot on June 9, 2012 in Austin, Texas.",newest,Matthew McConaughey and Camila Alves,Chris Noth and Tara Wilson,Matthew McConaughey and Camila Alves,Blake Lively and Ryan Reynolds,Drew Barrymore and Will Kopelman
154,"What Greys Anatomy star got married on July 4, 2012 in a private beachside ceremony in New York?",newest,Sara Ramirez,Miranda Bailey,Patrick Dempsey,Sara Ramirez,Eric Dane
155,Define shotgun wedding.,newest,wife or death,wife or death,quit crying and say I do,shut up and smile,life or death
156,Define khakis.,newest,what you need to start the car in Boston,a babys word for pants full,what you need to start the car in Boston,the sound a Khakis bird makes,None of these
157,What is an oboe?,newest,an English tramp,None of these,an English tramp,a hairless cow,a form of Oh Boy uses in Sumatra
158,What does pasteurize mean?,newest,too far to see,putting animals out to graze,none of these,too far to see,process for making rizes
159,What is a crick?,newest,the sound that a Japanese camera makes,shortened name for cricket,none of these,sound that a cricket makes,the sound that a Japanese camera makes
160,Define dockyard.,newest,a physicians garden,none of these,a pen for pigs,a lawn full of docks,a physicians garden
161,Define alarms.,newest,what an octopus is,what an octopus is,what your wife detests in the morning,none of these,a group of thistle-colored reindeer
162,What is propaganda?,newest,a gentlemanly goose,used on a movie set to hold up a ganda,a gentlemanly goose,none of these,bunch of BS
163,Define toboggan.,newest,why we go to an auction,birds that are sucked into jet engines,an outlaw in New Zealand,none of these,why we go to an auction
164,Define absentee.,newest,a missing golfing accessory,something you smell but cant identify,a missing golfing accessory,none of these,a penny on your stomach
165,"Although the movie didnt come out until 1996, its Chinese title is: Excitement 1995. And just to include some other countries: Finland = Rita Hayworth -The Key to the Escape, Israel =Walls of Hope and Greece = Last Exit: Rita Hayworth. One of these is close to the title and one gives away the ending.",newest,The Shawshank Redemption,Cool Hand Luke,Escape from Alcatraz,Carlitos Way,The Shawshank Redemption
166,"Which movie title was translated in China as Who Is Face Belonging To? I Kill You Again, Harder!?",newest,Face/Off,Slap Shot,Face/Off,Death Hunt,Miracle
167,In China this movie was called Heâs A Ghost!and in Hong Kong or Macao its called Ghost Eyes.,newest,The Sixth Sense,The Eclipse,Mr. Soul,The Sixth Sense,Slices of Life
168,"So, You Are a Lawyer? is the Chinese title of this movie.",newest,Interview With The Vampire,The Usual Suspects,A Few Good Men,Murder in the First,Interview With The Vampire
169,Ungrateful Adulteress! I Chop Off Your Finger! is the Chinese title of this movie.,newest,The Piano,The Music Lovers,Mr. Hollands Opus,The Piano,For Ellen
170,Help! My Pretend Boyfriend Is Gay! is the actual Chinese title of this film.,newest,My Best Friends Wedding,My Best Friends Wedding,Rent,My Own Private Idaho,Mysterious Skin
171,Which movie title was translated as Big Dumb Monkey-Man Keeps Whacking Tree With Genitals in China and asThe Jungle Died Laughing in Israel?,newest,George of the Jungle,The Jungle Book,George of the Jungle,The Lost Tribe,Tarzan
172,"Great Buddha! I Can Smell You From Afar! Take a Bath, Will You?! is the Chinese title of this movie.",newest,Scent of a Woman,Click,Reeker,Scent of a Woman,Proof
173,What movie title was translated in China as I Am That Guy From Seinfeld So Its Acceptable for Straight People to Enjoy This Gay Movie?,newest,Love! Valour! Compassion!,The Brothers Sinclair,Love! Valour! Compassion!,Friends and Family,Homo Heights
174,Imaginary Dead Baseball Players Live in My Cornfield is the Chinese title of this movie.,newest,Field of Dreams,The Perfect Game,The Wizard of Oz,Field of Dreams,North by Northwest
