,question,category,answer,choices/0,choices/1,choices/2,choices/3
102,"Scientists differentiate what three basic types of memory, based on the duration of memory retention?",science-technology,"Sensory memory, short-term memory, and long-term memory","Episodic memory, procedural memory, and semantic memory","Temporary memory, average memory, and permanent memory","Momentary memory, short-term memory, and permanent memory","Sensory memory, short-term memory, and long-term memory"
103,To which of these essential human abilities is memory closely related?,science-technology,All of these,All of these,Learning,Understanding,Speaking
104,"Procedural Memory, a category of the long-term memory, refers to which of these basic human abilities?",science-technology,The ability to acquire and develop skills,The ability to gain and store general knowledge and information,The ability to consciously retrieve stored facts and information,The artistic and creative abilities,The ability to acquire and develop skills
105,"Typically, how many random items can human short-term memory store?",science-technology,6-8,3-4,9-11,6-8,15-17
106,DÃ©jÃ  Vu is one of the curios brain phenomenon. Which of these most accurately describes the term?,science-technology,A sensation of something seen or experienced before,A sensation of something seen or experienced before,A spontaneous involuntary creation of a false memory,A sudden flash of a long forgotten memory,The feeling that something familiar was never seen before
107,"Nearly everybody has experienced the tip-of-the-tongue situation when one is eagerly trying to think of a relatively familiar fact, name or word and is just about to recall it, but it constantly eludes him.  What is the explanation of this strange experience?",science-technology,Another item is blocking the recollection,Aging brain cells,Mineral deficiency,Unpleasant experience associated with the memory,Another item is blocking the recollection
108,Which of these most accurately explains the controversial issue of  false memories?,science-technology,Memories formed under the influence of misleading suggestions and clues,Memories formed under the influence of misleading suggestions and clues,None of these,Memories lacking coherent and logical rationale,Memories causing false sensations
109,"One of the most basic characteristics of our memory is the ability to forget, which is considered to be this type of function.",science-technology,Adaptive function,Developing function,Adaptive function,Cognitive function,Protective function
110,"Amnesia, the loss of significant amount of important information, is a memory impairment which happens as a result of which of these?",science-technology,All of these,Specific malfunctions in the brain,Physical injury,Psychological trauma,All of these
111,"In the study of memory, what does the term mnemonist refer to?",science-technology,Individual with exceptional memory,Individual with exceptional memory,Individual with severe memory disorders,Individual who tends to create false memories,Individual who has recovered from amnesia
112,What is the main cause for most pandemics in history?,science-technology,The domestication of animals,The domestication of animals,Human negligence,Genetic experiments,The bad hygiene of the people
113,During which war did the first known pandemic take place?  It dates back to 430 BC.,science-technology,The Peloponnesian War,The Peloponnesian War,The Punic Wars,The Persian Wars,The Trojan War
114,Which Roman emperor died of Antonine plague? This plague was actually named after him.,science-technology,Marcus Aurelius,Marcus Aurelius,Vespasian,Claudius,Augustus
116,"At this stage of the plague, one of the the symptoms is the presence of black patches on the skin.",science-technology,Septicemic Plague,Plague of Justinian,Septicemic Plague,Pneumonic Plague,Bubonic Plague
117,This disease had 7 pandemics and is still causing epidemics.,science-technology,Cholera,Plague,Cholera,Typhus,Influenza
118,This terrible disease killed as much as 5% of the worlds population and affected almost 20% in just six months.,science-technology,Spanish Flu,Spanish Flu,Measles,Bubonic plague,Cholera
120,Which of these countries did cholera affect most?,science-technology,Russia,USA,Italy,Russia,France
122,This is one of the most common health problems that comes from being overweight.,science-technology,High blood pressure,Fainting,High blood pressure,Vertigo,Low blood pressure
123,"In the USA, obesity is the second leading cause of preventable death after this one.",science-technology,Smoking,Stress,Drugs,Pollution,Smoking
124,How many people are overweight around the world?,science-technology,More than 1 billion,More than 3 million,More than 1 million,More than 5 million,More than 1 billion
125,"When starting a diet you have to consume at least this number of calories per day, otherwise you will lose muscle.",science-technology,1200,2000,1000,1500,1200
126,Which of the following has the most fat?,science-technology,American Blue Cheese,Cottage Cheese,Feta,American Blue Cheese,Parmesan
127,Body Mass Index (BMI) is the relation between body mass and height.  If your BMI is in this range then you are considered overweight.,science-technology,25 to 29.9,25 to 29.9,20 to 24.9,15 - 19.9,10 - 14.9
128,This is the most recommended activity that helps prevent or fight obesity.,science-technology,Getting exercise,Quitting alcohol,Getting exercise,Eating salads only,Drinking a lot of water
129,At what time in a womans life is she most likely to gain the most weight?,science-technology,During pregnancy,After the age of 60,During pregnancy,Before her menstruation,During menopause
131,What does being obese in some countries with food shortages symbolizes?,science-technology,Wealth,Wealth,Wisdom,Divinity,Well-being
132,"Jason has 3 quarters, 8 nickels, 6 dimes and 3 pennies. How much money does he have?",science-technology,$1.78,$0.35,$1.78,$2.58,$1.93
133,"What is the next number in the following sequence: 42, 48, 54, __?",science-technology,60,64,50,58,60
135,"6 is a multiple of 2 and 3, 9 is a multiple of 3 only, 10 is a multiple of 5 and what other number?",science-technology,2,10,2,15,5
136,"How would you write 236,598 out in words?",science-technology,"Two hundred, thirty-six thousand, five hundred ninety-eight","Two million, thirty-six thousand, five hundred ninety-eight","Two hundred, thirty-six thousand, five hundred ninety-eight","Three hundred, thirty-six thousand, six hundred ninety-eight","Two hundred, three thousand, five hundred ninety-seven"
138,The eyes of a baby weigh about 1/400 of its entire body mass. How much do the eyes of an adult weigh?,science-technology,1/4000 of the body mass,1/1000 of the body mass,1/4000 of the body mass,1/20000 of the body mass,1/10000 of the body mass
139,"An adult salivates this much per day, on average.",science-technology,1 liter (1/4 gallons),2 liters (1/2 gallons),0.1 liters (0.026gallons),1 liter (1/4 gallons),1.2 liters (0.32 gallons)
140,How long are the intestines of an average adult? (large and small),science-technology,approx 8-9 meters (26-29.5 feet),approx 1-2 meters (3-6.5 feet),approx 19-20 meters (62-65 feet),approx 8-9 meters (26-29.5 feet),approx 15-16 meters (49-52.5 feet)
141,The growth hormone is released from this gland.,science-technology,Hypophysis,Pancreas,Hypophysis,Adrenal Gland,Pineal Gland
142,How many teeth does an average human have?,science-technology,32,28,29,34,32
143,"What can microexpressions, a type of tiny fleeting facial expressions, help you understand about the person you are talking with?",science-technology,All of these,Their real attitude towards the topic,Their emotional state,Whether they are telling the truth or not,All of these
144,Which one of these statements about facial microexpressions is not true?,science-technology,Microexpressions can be easily read by any person.,Microexpressions are involuntary.,Microexpressions can be controlled with certain types of chemicals.,Microexpressions contain much more information than common expressions.,Microexpressions can be easily read by any person.
145,"Kismet, a complicated technological achievement, is a very important step in the understanding of human facial expressions and their role in socialising. What is actually Kismet?",science-technology,A sociable humanoid robot,A technique for enhancing the ability of the face to conduct emotions,"A set of tiny devices implanted under the skin, which detect microexpressions",A sociable humanoid robot,"An advanced computer system, designed to analyze microexpressions"
146,What British naturalist published the first major scientific study on facial communication in 1872?,science-technology,Charles Darwin,Leonardo Da Vinci,Alfred Brehm,James Edward Smith,Charles Darwin
147,"In medicine, which of these brain disorders does the term prosopagnosia refer to?",science-technology,The Inability to recognize faces,The inability to express emotions,Misinterpretation of basic human expressions,Total indifference to others expressions,The Inability to recognize faces
148,In which of these countries is showing negative facial expressions considered impolite and is therefore avoided?  Negative expressions are instead usually masked with smile or laughter.,science-technology,Japan,Peru,Kenya,Indonesia,Japan
149,What emotional state does the gesture of narrowed eyes convey?,science-technology,"Threat, distrust","Threat, distrust","Satisfaction, joy","Sadness, frustration","Anger, excitement"
151,Laughter is one of the first expressions of emotions babies learn to convey.  At about what age do babies start to laugh?,science-technology,4 months,12 months,7 months,18 months,4 months
152,"This organ contains many bacteria, which begin to digest surrounding organs immediately after death.",science-technology,Intestines,Liver,Stomach,Intestines,Rectum
154,"In average conditions, approximately how many hours does it take for the dead bodys temperature to equalize with the surrounding environment?",science-technology,24,12,48,26,24
155,Which of the following happens three days after the moment of death?,science-technology,The body starts to swell,The body starts to shrink,The body starts to emit smell,The body starts to swell,The nails are so loose that they can be pulled off
156,"Because of the substance present in these structures of the human body, they can be preserved for centuries avoiding decomposition.",science-technology,Teeth,Teeth,Nails,Eyelashes,Eyeballs
157,"Which part of the body is decomposed last, but before the bones?",science-technology,Hair,Cartilages,Hair,Nails,Gall Bladder
158,The term rigor mortis means this.,science-technology,Stiffness of death,Stiffness of death,Swollen corpse,Blue corpse,Blue death
160,A death erection is a post-mortem erection which occurs when a male individual dies vertically or face-down.  What causes this condition?,science-technology,Gravity causes the genitalia to fill up with blood,Having intercourse before death,Gravity causes the genitalia to fill up with blood,The body swells up,Bladder and Intestines empty
162,"Due to this, there is almost no atmosphere on the Moon.",science-technology,Weak gravity,Lack of oxygen,Cold temperature,Excessive sunshine,Weak gravity
163,The side of the Moon that we see is this.,science-technology,The same every night,Different every night,Different every two weeks,Different every month,The same every night
164,The distance between the Moon and the Earth is approximately this much.,science-technology,"238,897 miles (384,467km)","238,897 miles (384,467km)","62,000 miles (100,000km)","155,342 miles (250,000 km)","260,975 miles (420,000 km)"
165,The Moon is changing its position it relation to the Earth. In what way?,science-technology,Moving away,Getting closer,Moving along the Earths Y axis,Moving away,Moving along the Earths X axis
166,Which factor ensures that many of the craters on the Moons surface remain well preserved in comparison to those on Earth?,science-technology,The lack of atmosphere,The strong solar rays,The rotating movement,The lack of atmosphere,The influence of Earths gravity
167,When was the Moon formed?,science-technology,About 4.5 billion years ago,About 5.7 billion years ago,About 4.5 billion years ago,"About 300,000 years ago",About 1 billion years ago
168,Moons shape is not quite round. What does it resemble?,science-technology,Egg,Egg,Kiwi,Pear,Lemon
169,A compass cannot be used on the Moon.  What factor is responsible for this?,science-technology,Lack of a magnetic field,Lack of a magnetic field,Influence of Earths gravity,Asteroid impacts,Lack of gravity on the Moon
170,The Moon is taken into consideration when calculating the day of this religious celebration.,science-technology,Easter,Thanksgiving,Memorial Day,Christmas,Easter
171,The Moons diameter is approximately this long.,science-technology,"2,154 miles (3,476 km)","2,796 miles (4,500 km)","2,154 miles (3,476 km)","5,567 miles (8,960 km)","7,145 miles (11,500 km)"
172,"A large exposition at the Royal Observatory, Greenwich is devoted to horology, a science that studies what?",science-technology,time,time,navigation,lenses,comets
173,"These animals are the subject of study of coleopterology, which is a subfield of entomology.",science-technology,beetles,jaguars,tigers,snakes,beetles
174,A King Cobra and a frog would be subjects of study of what science?,science-technology,herpetology,autecology,astacology,reptology,herpetology
175,"This species, considered to have colonized almost every landmass on Earth, is studied by myrmecology.",science-technology,ants,bees,ants,flies,hornets
176,This material on the surface of a lithosphere is the subject of study of pedology.,science-technology,soil,turf,rock,rain,soil
177,"This country, known for the worlds longest continuously used written language system, is the subject of study of sinology.",science-technology,China,China,Singapore,Japan,Korea
178,What national symbols are subject of study of vexillology?,science-technology,flags,flags,seals,national emblems,coat of arms
179,"What is the subject of study of thanatology, personified in Greek mythology by Thanatos?",science-technology,death,death,plague,birth,grave
180,"This astral body, known as Earths only natural satellite, is the subject of study selenology.",science-technology,Moon,Sun,Venus,Jupiter,Moon
181,This contractile tissue of the body is the subject of study of myology.,science-technology,muscles,blood cells,bones,hairs,muscles
182,"What term is used to designate a hurricanes calm, low-pressure center around which winds of high velocity spin?",science-technology,Eye,Outer rim,Eye wall,Rain bands,Eye
184,What term refers to electric power produced by running or falling water?,science-technology,Hydroelectric power,Nuclear power,Aquatic power,Hydrothermal power,Hydroelectric power
185,What term do scientists use to denote the gradual warming of the planet due to absorption of infrared radiation by the atmosphere?,science-technology,Greenhouse effect,Greenhouse effect,Ozone depletion,Atmospheric termoincrease,Global dimming
190,These biological poisons damage bio systems on contact. The injuries they cause resemble burns.,science-technology,Corrosives,Oxidizers,Halides,Corrosives,Neurotoxins
191,Arsenic poisoning mainly disrupts this system.,science-technology,Digestive system,Cardiovascular system,Digestive system,Endocrine system,Nervous system
192,Poisoning by this substance is often referred to as painters colic.,science-technology,Lead,Lead,Thallium,Barium,Chromium
194,Troops who are likely to be attacked with chemical weapons often carry auto-injectors with this substance.,science-technology,Atropine,Solanine,Digoxin,Digitoxin,Atropine
196,"Three of these snakes produce venom, lethal to humans.  Which one does not?",science-technology,Desert Kingsnake,King Cobra,Desert Kingsnake,Mamba,Rattlesnake
197,"In medical parlance, what is an A-line?",science-technology,Arterial line,Anatomic line,Analog line,Afferent line,Arterial line
198,"After reading the following, what will a doctor conclude? Pt presents 3 d S/P TURP, with c/o HA x 2 d.",science-technology,The patient has a headache.,The patient has a headache.,The patient recently had abdominal surgery.,The patient has no current complaints.,The patient is female.
199,"What do abbreviations Rx, Tx, Hx and Sx mean?",science-technology,"Prescription, Treatment, History and Symptom","Pharmacy, Treatment Room, Hospital and Sanitorium","Renal, Thyroid, Uterine and Splenic","Prescription, Treatment, History and Symptom","Rectal, Thyroglossal, Hepatic and Splenic"
200,"In medical jargon, what are PMH, PSH, SH and FH?",science-technology,"Past medical history, Past surgical history, Social history and Family history","Past medical history, Past surgical history, Social history and Family history","Post-medical healing, Post-surgical healing, Surgical healing and Functional healing","Posterior middle hyoid, Posterior superior hyoid, Superficial hyoid and Foramen hyoidium","Patient mental hospital, Patient surgical hospital, Social hospital, and Female hospital"
201,"If the doctor writes, CNs 2-12 intact, which of the following would be true?",science-technology,The patient is able to close and open the eyes.,The patient is a man.,The cervical nerves are all functioning normally.,The patient is able to close and open the eyes.,All of the lymph nodes in the cervical chain are normal.
202,"In medical parlance, what is an AKA?",science-technology,The removal of a limb,An alcoholic,An antibiotic,The removal of a limb,A patient
203,"If the doctor orders an EKG, what part of the body is going to be examined?",science-technology,Heart,Heart,Brain,Peripheral Nerves,Abdomen
204,"In medical jargon, FH: CAD (M), DM (F) implies what?",science-technology,The patients mother had heart disease and the patients father had diabetes.,"The patients mother died of an aneurysm, and the patients father died of a myocardial infarction.","The patients mother had a stroke, and the patients father had diabetes mellitus.",The patients mother had heart disease and the patients father had diabetes.,The patients mother was an engineer and the patients father was a computer programmer.
205,"In medical terms, what is a CVA?",science-technology,A stroke,An aneurysm,A type of accountant,A heart attack,A stroke
206,"At a party, a doctor asked a nurse: Are you an RN or an LPN?  The nurse replied: Im an RN. I got my BSN at Georgetown. Are you an MD or a DO?  The doctor replied: Im a DO. Which of the following statements can be concluded from this conversation?",science-technology,The doctor was trained in osteopathic manipulation.,The doctor is going to get lucky tonight.,The doctor is not really a doctor at all.,The doctor was trained in osteopathic manipulation.,The doctor is a chiropractor.
207,"If you were taking a course in entomology, what would you be studying?",science-technology,Insects,Rocks,Snakes,Mold,Insects
208,"This science studies signs, both individually and grouped in sign systems.",science-technology,Semiology,Anthology,Semiology,Linguistics,Theology
210,What part of the human body does the science periodontics study?,science-technology,Gums and mouth,Gums and mouth,Eyes,Finger and toes,Ears
212,What scientists study recent or fossilized skeletal remains in order to find traces of ancient diseases?,science-technology,Paleopathologists,Mycologists,Parapsychologists,Paleopathologists,Epidemiologists
213,"People who suffer from this condition tend to be self-destructive. They may use drugs, or engage in promiscuous sexual activities.",science-technology,Borderline Personality Disorder,Obsessive Compulsive Disorder,Panic Disorder,Borderline Personality Disorder,Generalized Anxiety Disorder
214,"People with this disorder engage in idiosyncratic behaviors, such as wearing an odd-looking hat every day, or wearing their pants backwards.",science-technology,Schizotypal Personality Disorder,Antisocial Personality Disorder,Narcissistic Personality Disorder,Schizotypal Personality Disorder,Histrionic Personality Disorder
215,"This disorder, also known as manic depression, involves high risk of death through suicide.",science-technology,Bipolar Disorder,Dependent Personality Disorder,Antisocial Personality Disorder,Bipolar Disorder,Schizophrenia
216,People suffreing from this mental illness manifest a psychiatric condition as a physical complaint.,science-technology,Somatization Disorder,Agoraphobia,Kleptomania,Somatization Disorder,Munchausen Syndrome
217,A person with this disorder has fluctuating levels of orientation.,science-technology,Delirium,Dementia,Psychosis,Delusional State,Delirium
218,"An old adage states, Neurotics build castles in the sand. Psychotics live in them.  Which one of the following disorders is not considered a neurosis?",science-technology,Schizoid Personality Disorder,Schizoid Personality Disorder,Obsessive-Compulsive Disorder,Panic Disorder,Agoraphobia
219,"According to statistics, which of the following people is most likely to commit suicide?",science-technology,A middle-aged divorced man.,A recovering alcoholic.,A middle-aged divorced man.,A middle-aged divorced woman living alone.,A teenage boy who smokes marijuana.
221,Three of the following four disorders are actually different names for the same disease. Which is the odd one?,science-technology,Maniac,Antisocial Personality,Psychopath,Maniac,Sociopath
222,People with this disorder have difficulty engaging in everyday human interaction.,science-technology,Autism,Autism,Huntingtons Disease,Cerebral Palsy,Addisons Disease
223,"Located in the upper anterior portion of the chest cavity, the thymus is an organ belonging to which system of the human body?",science-technology,Lymphatic System,Endocrine system,Integumentary system,Lymphatic System,Nervous system
224,Which are the endocrine systems so-called instant messengers used to affect distant cells within specific organs?,science-technology,Hormones,Nephrons,Neurons,Acids,Hormones
225,"In humans, which of these organs belongs to the integumentary system?",science-technology,Skin,Skin,Tonsils,Liver,Pharynx
226,Mucus is a slippery secretion of the lining of various membranes typical for which system of the human body?,science-technology,All of these,All of these,Reproductive system,Digestive system,Respiratory system
227,Which of the following is not a function of the circulatory system?,science-technology,Excretion of unwanted substances,Excretion of unwanted substances,Stabilizing body temperature,Maintaing pH,Transport of vital substances
229,Emphysema is a chronic disease affecting the organs of which system of the body?,science-technology,Respiratory system,Respiratory system,Skeletal system,Urinary system,Digestive system
230,"In humans, the nervous system is divided into a central nervous system and a peripheral nervous system. The peripheral nervous system has two more divisions. The first one is the autonomic nervous system. What is the second one?",science-technology,Somatic nervous system,Sympathetic nervous system,Parasympathetic nervous system,Enteric nervous system,Somatic nervous system
232,"Australopithecus were early hominids that differed in many ways from modern-day humans -- they were short, and their brain-case was much smaller. In 1924, Raymond Dart found the first remains of an Australopithecus on this continent.",science-technology,Africa,Africa,Australia,Asia,Europe
233,"The most complete Australopithecus skeleton, dubbed Lucy,  was found in 1974.  She was 1.10m (3 7) tall and weighed about 30kg (66lbs).  Anthropologists named the skeleton after this Lucy.",science-technology,Lucy from The Beatles song Lucy in the Sky with Diamonds,Lucille Ball from the TV show I Love Lucy,Lucy of Lucy Clothing Manufacturers,Lucy from The Beatles song Lucy in the Sky with Diamonds,Actress Lucy Liu
