,question,category,answer,choices/0,choices/1,choices/2,choices/3
63,"What does the Wicked Witch of the West from The Wizard of Oz write in the sky, while flying over the Emerald City?",movies,Surrender Dorothy,Surrender Dorothy or die,Surrender Dorothy,You will die Dorothy,Surrender or else
64,The 1939 movie The Wizard of Oz is based on which novel by L. Frank Baum?,movies,The Wonderful Wizard of Oz,Dorothys Adventures in Oz,The Land of Oz,The Wizard of Oz,The Wonderful Wizard of Oz
66,"In the movie The Wizard of Oz, the role of the Tin Man was played by Jack Haley but another actor was originally hired for the part. Who was this actor?",movies,Buddy Ebsen,George Burns,Tony Curtis,Don Knotts,Buddy Ebsen
67,"To celebrate the 50th anniversary of the movie The Wizard of Oz, a real pair of ruby slippers were made. What is the cost of the slippers?",movies,3 million dollars,1 million dollars,10 million dollars,5 million dollars,3 million dollars
68,Which 2002 movie is this audio clip from?,movies,My Big Fat Greek Wedding,My Big Fat Greek Wedding,Eat Drink Man Woman,The Wedding Banquet,Betsys Wedding
69,Which 2004 movie is this audio clip from?,movies,Meet the Fockers,Father of the Bride,American Wedding,Surviving Christmas,Meet the Fockers
70,Cameron Frye,movies,Ferris Buellers Day Off,The Great Outdoors,Ferris Buellers Day Off,Pretty in Pink,Some Kind of Wonderful
71,John Bender,movies,The Breakfast Club,Weird Science,Class Reunion,The Breakfast Club,Sixteen Candles
72,Long Duk Dong,movies,Sixteen Candles,European Vacation,Sixteen Candles,Weird Science,"Planes, Trains  Automobiles"
73,Buck Russell,movies,Uncle Buck,Mr. Mom,"Planes, Trains  Automobiles",Uncle Buck,Shes Having a Baby
74,"Clark Wilhelm Griswold, Jr.",movies,Vacation,Mr. Mom,Vacation,The Great Outdoors,Ferris Buellers Day Off
75,Andie Walsh,movies,Pretty in Pink,Class Reunion,Pretty in Pink,Some Kind of Wonderful,Weird Science
76,Chet Ripley,movies,The Great Outdoors,Weird Science,Nate and Hayes,The Great Outdoors,Uncle Buck
77,Jack Butler,movies,Mr. Mom,Pretty in Pink,Class Reunion,Mr. Mom,European Vacation
78,Gary Wallace,movies,Weird Science,Nate and Hayes,Some Kind of Wonderful,Weird Science,Shes Having a Baby
79,Del Griffith,movies,"Planes, Trains  Automobiles",Class Reunion,Uncle Buck,Ferris Buellers Day Off,"Planes, Trains  Automobiles"
81,Which actress played Old Rose in the 1997 movie Titanic?,movies,Gloria Stuart,Gloria Stuart,Kate Winslet,Gloria Esteban,Lynn Hollowell
85,Who played the unsinkable Molly Brown in the movie Titanic?,movies,Kathy Bates,Gloria Stuart,Kathy Bates,Kate Winslet,Frances Fischer
86,What kind of car is Richard Geres character driving in the movie Pretty Woman?,movies,Lotus Esprit,Lotus Esprit,Porsche Carrera,Lamborghini Gallardo,Lamborghini Murcilago
87,"In the film Pretty Woman, this character, portrayed by Julia Roberts, is a prostitute who meets Edward Lewis, after he asks her for directions.",movies,Vivian Ward,Vivian Ward,Vivian Vance,Vivian Brandt,Vivian Tyler
88,Who was the best friend and roommate of Julia Roberts character in the film Pretty Woman?,movies,Kit,Kat,Lee,Lou,Kit
89,"In the film Pretty Woman, Edward Lewis takes the character portrayed by Julia Roberts to see which opera?",movies,La Traviata,La Traviata,MacBeth,Madame Butterfly,Rigoletto
90,In the film Pretty Woman how much money does Edward Lewis pay Julia Roberts character to be his escort?,movies,"$3,000","$1,000","$8,000","$3,000","$5,000"
91,In a scene from the movie Pretty Woman Julia Roberts character is taking a bath and listening to her walkman. What song is she singing?,movies,Kiss by Prince,Material Girl by Madonna,Like a Virgin by Madonna,Bad Girls by Donna Summer,Kiss by Prince
93,What year did the movie Sixteen Candles come out in the movie theatres in the United States?,movies,1984,1982,1983,1984,1985
94,What is the name of Jake Ryans girlfriend in the movie Sixteen Candles?,movies,Caroline Mulford,Samantha Baker,Caroline Mulford,Caroline Inthecity,Eve Quizeditor
95,"In the movie Sixteen Candles, Molly Ringwald played the part of Samantha Baker. What actress was originally chosen to play that part?",movies,Ally Sheedy,Lori Loughlin,Demi Moore,Ally Sheedy,Emma Thompson
96,What is the name of the foreign exchange student in the classic 80s movie Sixteen Candles?,movies,Long Duc Dong,Long Duc Dong,One Hung Low,Egg Foo Yeung,Sum Guy Tony Wang
97,"In the movie Sixteen Candles, Anthony Michael Hall plays the part of Farmer Ted. In order to show his friends that he is cool, he fabricates a story about Samantha and himself. What does he produce to his friends, to show that he was with Samantha?",movies,Her underwear,Her Bra,Her phone number,A picture with Sam and himself in a photo booth,Her underwear
98,Sams sister Ginny is having menstrual cramps right before her wedding in Sixteen Candles. What does she take to relieve the pain?,movies,muscle relaxants,Vodka,muscle relaxants,Midol,a bunch of aspirin
99,Where did Samantha Baker and her family live in the film Sixteen Candles?,movies,Illinois,New York,Detroit,Philadelphia,Illinois
100,"In the movie Sixteen Candles, Farmer Ted ends up getting together with Jake Ryans girlfriend. They wake up in the back seat of Jakes fathers car. What kind of car is it?",movies,Rolls Royce,Cadillac,Rolls Royce,Corvette,Jaguar
101,What actor played the part of Samanthas dad Jim Baker in Sixteen Candles?,movies,Paul Dooley,Moses Gunn,Paul Schmooley,Paul Dooley,Ben Dover
102,What is the name of the character portrayed by actor John Cusack in the hilarious movie Sixteen Candles?,movies,Bryce,Harvey,Rick,Bryce,Cliff
103,What kind of car does Jake Ryan drive in the classic flick Sixteen Candles?,movies,Porsche,Porsche,Rolls Royce,69 Mustang,Trans Am
104,What year did the classic movie Jaws come out in the movie theatres?,movies,1975,1975,1973,1979,1971
105,"At the beginning of the movie Jaws, a girl goes out for a swim and is eaten by the great white shark. What is the girls name?",movies,Chrissy,Penelope,Sarah,Eli,Chrissy
106,What was the name of the fishing vessel used in the attempts to catch the great white shark in the movie Jaws?,movies,The Orca,Shark Catcher,The Pacific Princess,The SS Minnow,The Orca
107,Who plays Chief of Police Martin Brody in the classic movie Jaws?,movies,Roy Scheider,Roy Scheider,Robert Shaw,Justin McAllister,Richard Dreyfuss
108,"In the movie Jaws a mother puts a bounty on the great white shark, after her boy is killed. How much is the bounty?",movies,"$3,000","$20,000","$3,000","$10,000","$5,000"
109,Who played  Marine biologist Matt Hooper in the movie Jaws?,movies,Richard Dreyfuss,Matt Houston,Lee Horsley,Robert Shaw,Richard Dreyfuss
110,Where was the local shooting done for the movie Jaws?,movies,"Marthas Vineyard, Massachusetts","Brooklyn, New York","Marthas Vineyard, Massachusetts",New Jersey,"Junction City, Kansas"
113,What were the names of chief Brodys two sons in the movie Jaws?,movies,Michael and Sean,Neal and Bob,Michael and Sean,Anthony and Bobby,Greg and Peter
114,"In the novel Jaws, Chrissy Watkins is said to have been eaten by the great white shark in mid-June, but in the movie when her death certificate is being typed, the date of her death is different. What is it?",movies,July 1st,July 1st,May 31st,August 13th,September 4th
115,What year did the classic movie Home Alone first hit the theatres in the United States?,movies,1990,1990,1991,1992,1993
116,The McCallister family flies away for Christmas vacation and leaves their son Kevin home alone. What country is the McCallister family going to for the holidays?,movies,France,France,Italy,India,Japan
118,"In the movie Home Alone, what is the name of Kevins neighbor, the elderly man, who is allegedly a murderer called The South Bend Shovel Slayer?",movies,Marley,Ziggy,Marley,Bob,Carlyle
119,Where do the McCallister family reside in the great 90s movie Home Alone?,movies,Chicago,Detroit,Philadelphia,Chicago,New York
120,What is the nickname of burglars Marv and Harry in the movie Home Alone?,movies,The Wet Bandits,Barney  Clyde,The Wet Bandits,Rob  Stealin,The James Gang
121,What is the name of Kevin McCallisters wise cracking brother in the movie Home Alone?,movies,Buzz,Marty,Spike,Bizz,Buzz
123,"In the movie Home Alone, Kevins brother had a pet tarantula. What was its name?",movies,Axl,Sting,Axl,Flea,Slash
124,"In the movie Home Alone, when Harry (one of the burglars) comes to the house impersonating a police officer, Kevin sees him and realizes that he has seen him before robbing one of his neighbors houses. What does Kevin notice about him that makes him figure out that he is one of the burglars ?",movies,a gold tooth,he walks with a limp,a gold tooth,he has one finger missing on his right hand,he is wearing a wig
125,This line was spoken by actress Clara Blandick in which 1939 motion picture: Now you go feed those hogs before they worry themselves into anemia.?,movies,The Wizard of Oz,The Wizard of Oz,State Fair,Oklahoma,Gone With the Wind
126,"In this 1946 movie, set during Christmas time, Harry Bailey said the following about his brother, played by James Stewart: To my big brother George - the richest man in town!",movies,Its a Wonderful Life,White Christmas,Somewhere in Dreamland,Its a Wonderful Life,The Gift of the Magi
127,"What actor delivered this roguish line in a noted Civil War movie that premiered in 1939?  ...and you Miss, are no lady.",movies,Clark Gable,Clark Gable,Lionel Barrymore,Spencer Tracy,Humphrey Bogart
128,"This 1967 film starred Dustin Hoffman who asked the question: Mrs. Robinson, youre trying to seduce me. Arent you?.",movies,The Graduate,The Graduate,John and Mary,All the Presidents Men,Kramer vs. Kramer
129,"Name the 1931 movie that contains the quote,  Listen to them, the children of the night. What music they make.",movies,Dracula,The Wolfman,Dracula,The Devils Castle,Curse of the Demon
130,"The following words were spoken by the character Carl Denham in which 1933 movie: Oh, no.  It wasnt the airplanes. It was Beauty killed the Beast?",movies,King Kong,The Beast,King Kong,Beauty and the Beast,The Bride of the Beast
131,"Which science fiction movie contains these words, spoken by Elliot: He needs to go home, hes calling his people, and I dont know where they are, and he needs to go home.?",movies,E.T. the Extra - Terrestrial,The Ewok Adventure,Fire in the Sky,E.T. the Extra - Terrestrial,Flight of the Navigator
132,"These words were delivered by Scottish national hero William Wallace, who was featured in what 1995 movie: Aye, fight and you may die, run, and youll live ...   at least for awhile.?",movies,Braveheart,Braveheart,The Bruce,The Black Prince,The Warrior
133,What is the name of the place in which the main characters of Pirates of the Caribbean live?,movies,Port Royal,Port Royal,Royal Pointe,Black Pearl,England
135,"This ship, featured in Pirates of the Caribbean, is the next fastest in the Caribbean after the mystic Black Pear.",movies,Interceptor,England,Dauntless,Interceptor,Black Mermaid
137,"Which character from Pirates of the Caribbean said the following words: What do you say to three schillings, and we forget the name??",movies,Jack Sparrow,The dock-keeper,Will Turner,Jack Sparrow,Captain Barbossa
139,This fictional character from Pirates of the Caribbean made the following statement: I make a point of avoiding familiarity with pirates.,movies,Will Turner,Will Turner,Elizabeth,Jack Sparrow,Commodore Norrington
141,Early on in the movie Walk the Line Johnny Cash enlists in what branch of the military?,movies,Airforce,Marines,Army,Navy,Airforce
142,"Singer Johnny Cash was very close to his older brother Jack, who died in an accident involving what?",movies,Table Saw,Shotgun,Tractor,Table Saw,Wagon
143,"What is the birth name of singer Johnny Cash, whose life is depicted in the movie Walk the Line?",movies,J. R. Cash,Johnny Cash,J. R. Cash,John Randall Cash,John Cash Jr.
144,"While in the military, Johnny Cash is inspired by a film about a prison and its inmates and composes what famous song?",movies,Folsom Prison Blues,Behind These Folsom Walls,Ring of Fire,Folsom Prison Blues,Folsom Blues
146,"Before marrying June Carter, singer Johny Cash was married to whom?",movies,Vivian Cash,Roseanne Cash,Carlene Cash,Violet Cash,Vivian Cash
147,"In the film Walk the Line, a record executive says to Johny Cash, Whats with the black? You look like you are going to a funeral. What does Johny reply?",movies,Maybe I Am,Wishful thinking?,Only my own,Maybe I Am,He doesnt respond
148,"In the film Walk the Line, the part of Cashs long-time friend, Waylon Jennings was played by Jennings  son in real life. What is his name?",movies,Shooter Jennings,Harvey Jennings,Hank Jennings,Shooter Jennings,Stormer Jennings
150,Dr. Hannibal Lecter aids Clarice Starling in finding serial killer Buffalo Bill in which 1991 movie?,movies,The Silence of the Lambs,The Fugitive,Basic Instinct,The Silence of the Lambs,The Usual Suspects
151,This doctor who can communicate with animals is portrayed by Eddie Murphy.,movies,Dr. Dolitte,Dr. Evil,Dr. Strangelove,Dr. Zhivago,Dr. Dolitte
152,"In this 1978 film, Doctor Sam Loomis is the psychiatrist who takes care of Michael Myers at Smiths Grove-Warren County Sanitarium in Illinois.",movies,Halloween,The Amityville Horror,Halloween,Dawn of the Dead,The Omen
153,"In this comedy - horror film, Dr. Everett Von Scott is a scientist who rivals Dr. Frank-N-Furter.",movies,The Rocky Horror Picture Show,The Texas Chain Saw Massacre,The Exorcist,The Rocky Horror Picture Show,Carrie
154,In this 1968 film Maurice Evans portrays Dr. Zaius who thinks all humans must be exterminated.,movies,Planet of the Apes,Casino Royale,Planet of the Apes,2001: A Space Odyssey,Goldfinger
155,Nigel Bruce portrayed Dr. Watson in what 1939 film?,movies,The Adventures of Sherlock Holmes,The Adventures of Philip Marlowe,The Adventures of Sherlock Holmes,The Adventures of Dick Tracy,The Adventures of Sam Spade
156,"âThe Exorcistâ, rated as the scariest movie of all time, is burlesqued in which part of  âScary Movieâ?",movies,Scary Movie 2,Scary Movie 4,Scary Movie 2,Scary Movie 3,Scary Movie
157,"In âScreamâ, what were the words that Billy spoke right before shooting Randy and revealing himself as one of the killers?",movies,We all go a little mad sometimes.,We all go a little mad sometimes.,"Boy, do I have a surprise for you!",I told you I have a surprise for you.,"Surprise, Sidney!"
158,"Freddy Krueger, the villain in âA Nightmare on Elm Streetâ, was named after which of these?",movies,a bully,a carpenter who killed his entire family,the first names of a couple of  burglars,a bully,an old jazz singer
159,"Michael Myers, the psychopath from the Halloween series, wears a mask. The first mask he wore was actually a misshaped mask of  a famous character in a show. Who is the character and  what is the name of the show?",movies,"Captain Kirk, âStar Trekâ","Robin, âBatmanâ","Captain Kirk, âStar Trekâ","John Steed, âThe Avengersâ","Lt. Kojak, âKojakâ"
160,"In the Hellraiser series, in order for Pinhead to be summoned, one should do what?",movies,open a puzzle box,dial a 7-digit number and say âI call you! Come now!â,spell out his name five times in front of a mirror,break the spell that keeps him in Hell,open a puzzle box
161,"In the movie âBride of Chuckyâ, the fourth of the Childâs Play series, Chuckyâs girlfriend Tiffany brings Chucky back using what book about voodoo magic?",movies,Voodoo 4 Dummies,The Power of Voodoo Magic,Voodoo 4 Dummies,The Voodoo Guide 2000,Voodoo Forever
162,"Jason Voorhees, the main character in Friday the 13th series puts on a mask to hide his horrible face in which movie?",movies,Friday the 13th Part 3,Friday the 13th Part 3,Friday the 13th Part 2,Friday the 13th Part VI: Jason Lives,Friday the 13th: A New Beginning
163,"Who directed the 1980 movie âThe Shiningâ, based on a Stephen King novel and starring Jack Nicholson?",movies,Stanley Kubrick,Francis Ford Coppola,Alfred Hitchcock,Stanley Kubrick,Steven Spielberg
164,Which of the following is not a horror movie?,movies,Gods and Monsters,Gods and Monsters,Urban Legends,Candyman,Hostel
165,How does prom queen Helen Shivers die in the 1997 blockbuster âI Know What You Did Last Summerâ?,movies,She is hooked to death,She is throat-slashed,She is hooked to death,She is poisoned with hydrocyanogen,She gets hit by a car
166,"Saturday Night Fever, a movie about the troubled Brooklyn youth, Toni Manero, helped to popularize disco music. In what year did the movie come out?",movies,1977,1979,1978,1977,1976
167,"What was the name of Tony Maneros brother, portrayed by actor Martin Shakar in the movie Saturday Night Fever?",movies,Frank,Frank,Joey,Domenick,Johnny
168,"This English born director had worked for television for years before his breakthrough with Saturday Night Fever. His filmography includes movies such as, Dracula, Point of No Return and Brothers Keeper.",movies,John Badham,Stanley Kubrick,Gene Carr,Oliver Stone,John Badham
170,"In the movie Saturday Night Fever, Toni Manero was the indisputable king at the disco, where he forgot about his dead-end job. What did Tony actually do for a living?",movies,He worked in a paint store.,He worked in a paint store.,He worked in a Pizza Parlor.,He worked as a dance instructor.,He was a stock boy at the local AP
171,"In the movie Saturday Night Fever, Tony Manero and his friends from Bay Ridge, Brooklyn, climbed along the parapets of which bridge?",movies,Verrazano Narrows Bridge,Verrazano Narrows Bridge,Triboro Bridge,Manhattan Bridge,Brooklyn Bridge
172,"In Saturday Night Fever, this character, portrayed by Barry Miller, fell off the bridge and died.",movies,Bobby,Frank,Enzo,Gino,Bobby
173,"Tony Manero, the main character in the movie Saturday Night Fever, had posters of which actor?",movies,Al Pacino,Robert DeNiro,Al Pacino,Dustin Hoffman,Harvey Keitel
174,"In Saturday Night Fever, Tony Manero and his friends go dancing in order to escape from the harsh reality of life. What is the name of the disco club they visit every Saturday night?",movies,2001 Odyssey,2001 Odyssey,Elefas,Thriller,Boogie Wonderland
175,"In Saturday Night Fever, this actress portrayed the aloof Stephanie Mangano, who after much urging, agreed to be Tony Maneros partner in a dance competition.",movies,Karen Gorney,Donna Pescow,Fran Drescher,Ellen Travolta,Karen Gorney
176,What is Andrews last name in the movie The Breakfast Club?,movies,Clark,Clay,Clark,Dickinson,Sutherlin
178,What year did the movie The Breakfast Club come out?,movies,1985,1981,1999,1986,1985
179,How many students had to spend their Saturday in detention in the movie The Breakfast Club?,movies,5,5,7,8,10
180,Why did Brian get a Saturday detention in the film The Breakfast Club?,movies,He was going to kill himself,All of these,He had pot and marijuana,He killed someone,He was going to kill himself
184,This war movie was the first movie to win the  Academy Award for Best Picture.,movies,Wings,Wings,Ben-Hur,Gone With The Wind,Patton
185,Which 1997  movie was nominated for 14 Academy Awards?,movies,Titanic,Titanic,Shakespeare in Love,Gandhi,The Last  Emperor
186,Which one of these movies did not win 10 Academy Awards?,movies,Amadeus,Amadeus,Titanic,Ben-Hur,The Lord of the Rings: The return of the King
187,Which movie adaptation of a Broadway musical won eleven Academy Awards?,movies,West Side Story,My Fair Lady,Oliver,Gigi,West Side Story
188,Which 1987 movie won the Best Picture Award?,movies,The Last Emperor,My Fair Lady,The Last Emperor,On the Waterfront,Gigi
189,Which of these Westerns won 7 Academy Awards?,movies,Dances with Wolves,Dances with Wolves,How the West Was Won,Fort Apache,"The Good, The Bad , and the Ugly"
190,Which British movie won 8 Oscars?,movies,Gandhi,Mrs. Miniver,Gandhi,A Room With A View,Oliver!
191,Which two movies have been nominated for 11 Academy Awards but won none?,movies,The Color Purple and The Turning Point,Ragtime and The Elephant Man,Quo Vadis and The Nuns Story,Peyton Place and The Sand Pebbles,The Color Purple and The Turning Point
192,This 1972 musical won 8 Academy Awards but not the Best Picture Award.,movies,Cabaret,Chicago,My Fair Lady,Gigi,Cabaret
193,"This movie won Oscars for Best Picture, Best Original Screenplay and Best Editing at the 78th Academy Awards.",movies,Crash,Traffic,The Aviator,Crash,Saving Private Ryan
194,What was Gollums real name before he became obsessed with the idea of having the One Ring?,movies,Smeagol,Smealum,Smeagol,Gameagol,Gamgee
195,Approximately how many Orcs participate in the battle of Helms Deep in the movie Lord of the Rings?,movies,"10,000","10,000","500,000","50,000","100,000"
196,"In the The Fellowship of the Ring movie, what is the name of Sams crush?",movies,Rosie,Sally,Rosie,Suzie,Rubby
