,question,category,answer,choices/0,choices/1,choices/2,choices/3
108,"According to legends, what was the purpose of the most mysterious of the Seven Wonders of the Ancient World -- The Hanging Gardens of Babylon?",world,Comfort a rulers wife,Resemble the Heavens,Please the gods,Comfort a rulers wife,Provide a place of solace and recreation for the rulers
109,"The Statue of Zeus, a Wonder of the Ancient World created in the ancient city of Olympia in 435 BC, was made primarily of what material?",world,Ivory,Copper,Gold,Marble,Ivory
110,"Built in honor of the Greek goddess Artemis, the Temple of Artemis was an enormous architectural construction for its time. In Greek mythology, Artemis is the goddes of what?",world,Hunt and the moon,"Wisdom, strategy, and war",Beauty and Love,"Plague, beauty, light, healing, colonists, medicine",Hunt and the moon
111,"Like the Great Pyramid of Giza, the Mausoleum of Maussollos is the burial place of an ancient ruler - king Mausollos of Caria. Who conceived the idea of building this ancient wonder of the world?",world,Maussolloss sister,Maussolloss best friend and advisor,Maussolloss son,Maussolloss sister,Maussolloss brother
112,"The Colossus of Rhodes was a giant statue, erected at the Greek island Rhodes harbor in 3rd century BC. Which ancient Greek god did the statue depict?",world,Helios,Ares,Helios,Zeus,Eurus
113,"The Lighthouse of Alexandria, the only one of the Seven Wonders, which had a practical use in addition to architectural elegance, included this remarkable device that astonishes even modern researchers.",world,A huge mirror,A huge mirror,A telescope,A heavy catapult,A windsock
114,Over 125 million people of more than 250 ethnic groups share the territory of this African country. This constitutes 1/5 of the population of the entire continent.,world,Nigeria,Nigeria,Egypt,Zaire,South Africa
115,There is a vending machine for every 23 of the almost 130 million people that live in this country.,world,Japan,China,Singapore,Japan,Korea
116,"Dhaka, formerly Dacca, is the capital and largest city of this  country with over 140 million citizens.  Families there are large, unfortunately so is infant mortality.",world,Bangladesh,Ecuador,Pakistan,Nauru,Bangladesh
117,This home to 144 million spans 11 time zones and its territory takes up 1/8th of the entire Earth surface.,world,Russia,Australia,Canada,USA,Russia
118,"Islam, Christianity and Hinduism all coexist in this country of 160 million.",world,Pakistan,Bangladesh,Pakistan,Iran,Iraq
119,About 75% of the 185 million citizens of this country live in the cities. The largest city is Sao Paulo with a population of 16 million.,world,Brazil,Peru,Brazil,Bolivia,Argentina
120,"Constituted of 17,508 islands this country gives home to about 240 million. Its tropical rain forest accounts for 10% of the worlds rain forests.",world,Indonesia,Bali,Singapore,Malaysia,Indonesia
121,"It is home of almost 300 million.  There were millions of buffaloes before the first settlers arrived, but urbanization has been a factor in their decrease.",world,USA,Canada,Mexico,Australia,USA
122,"The first medical school, Ayurveda was founded in this populous country.",world,India,Israel,India,Pakistan,China
123,"This is the most populated country in the world - 1.3 billion people live there.  The native language, Mandarin, is most widely spoken, with 885 million speakers.",world,China,Japan,India,China,South Korea
124,The famous Bull Run is held in this Spanish city.,world,Pamplona,Valencia,Pamplona,Cordoba,Barcelona
125,This American city used to be called  El Pueblo de Nuestra Senora la Reina de (blank) de Porciuncula.,world,Los Angeles,Las Vegas,New York,Los Angeles,Kansas
126,"This East European capital city is famous for its wide, tree-lined boulevards and glorious Belle Epoque buildings. Some call it Little Paris because of these buildings.",world,"Bucharest, Romania","Belgrade, Serbia","Sofia, Bulgaria","Athens, Greece","Bucharest, Romania"
127,The famous Forbidden City located in this Chinese city.,world,Beijing,Fujian,Beijing,Guangdong,Yunnan
128,This Indian city was the capital of Mogul sovereigns from 1526 to 1658.  Its most notable building is the Taj Mahal.,world,Agra,Agra,Varanasi,Mumbay,Jaipur
129,"Indian city again. This one, founded in 1727 AD  is known as The Pink City and is often visited by honeymooners.",world,Jaipur,Delhi,Jaipur,Bengal,Agra
130,"In close proximity to this Italian city are the famous ruins of Pompeii, which once was a thriving town for wealthy Romans. The city of Pompeii was destroyed in the cataclysmic eruption of Mount Vesuvius in 79 AD.",world,Naples,Bologna,Venice,Naples,Rome
131,"This city is famous for the fact, that a living goddess dwells there.  She is a young girl by the name of Kumari,  believed to have appeared in the 18th century.",world,Katmandu,Tansen,Kurari,Pokhara,Katmandu
132,"The name of this 5th largest city in North America originates from a Mohawk word, meaning where there are trees standing in the water.",world,Toronto,Toronto,Quebec,Montreal,Ottawa
133,The name of this city means the capital in the native language.  It is the capital of South Korea.,world,Seoul,Seoul,Taegu,Taejeon,Pusan
134,"This state, officially nicknamed The Golden State, is situated in the southern half of the west coast of the USA.",world,California,Florida,Utah,California,Miami
135,This mid-Atlantic state is called The First State due to the fact that it was the first to ratify the US Constitution.,world,Delaware,Columbia,Georgia,Maine,Delaware
136,"Widely known for huge gambling and the legalization of gambling industry, this states official nickname is The Silver State.",world,Nevada,Kansas,Nevada,Florida,Alaska
137,"Due to its natural beauty and relative wilderness, this Southern state is called The Natural State.",world,Arkansas,Arkansas,Alabama,Alaska,Arizona
138,This state of the New England region of the United States has the nicknames Pine Tree State and Vacationland.,world,Maine,Michigan,Maryland,Massachusetts,Maine
139,Which Southern state of the United States has a nickname The Magnolia State and a name that is the same as that of a big river?,world,Mississippi,South Dakota,Mississippi,South Carolina,Colorado
140,"This state, located in the mid-Atlantic region of the USA, has a capital called Trenton and is usually nicknamed The Garden State.",world,New Jersey,Wyoming,New Jersey,Rhode Island,Maine
142,"What is the real name of the Evergreen State, situated in the Pacific Northwest of the United States.",world,Washington,Pennsylvania,New Jersey,Massachusetts,Washington
143,This small Mountain Sate is located in the region of Appalachia in the Eastern parts of the USA.,world,West Virginia,New Jersey,Pennsylvania,East Virginia,West Virginia
144,"This country, a victor in both World War I and World War II is the largest West European nation.",world,France,Spain,United Kingdom,France,Germany
145,"After multiple agreements between 1772 and 1795, Russia, Prussia, and Austria divided this central European country among themselves.  It finally regained its independence in 1918.",world,Poland,Slovakia,Belarus,Germany,Poland
146,"This Central America country, slightly smaller than South Carolina, withdrew from Colombia in 1903 with the help of US support.",world,Panama,Chile,Panama,Ecuador,Venezuela
147,"In 1895, military defeat forced China to cede this country to Japan. China re-gained control after World War II.",world,Taiwan,Thailand,Hong Kong,Singapore,Taiwan
148,"This kingdom was a founding member of NATO and the EU.  It remained neutral during World War I, but was invaded and occupied by Germany during World War II.",world,Netherlands,Denmark,Switzerland,Netherlands,Belgium
149,"This island country tried to gain its independence from Spain in 1821, but was conquered and ruled by the Haitians for 22 years.  It finally became independent in 1844.",world,Dominican Republic,Peru,Chile,Dominican Republic,Costa Rica
150,"This independent country, located in Southeastern Asia was first colonized by Portugal in the 16th century.  Between 1976 and 1999 it was a provice of Indonesia.",world,East Timor,Brunei,Myanmar (formerly Burma),East Timor,Philippines
151,"This Southeast European country allied with the Axis powers and participated in the 1941 German invasion of the USSR.  In 1947, overrun by the Soviets, it bacame a Communist peoples republic.",world,Romania,Hungary,Yugoslavia,Slovenia,Romania
152,"This powerful world empire of the 16th and 17th centuries borders Andorra, France, Gibraltar, Portugal and  Morocco.",world,Spain,France,Tunisia,Algeria,Spain
153,"Frances conquest of this country began in 1858 and was completed by 1884.  Independence was declared after World War II, but the French continued to rule until 1954.",world,Vietnam,Tunisia,Morocco,Vietnam,Algeria
154,"Who is the little brother of Ralphie, the main character of A Christmas Story?",world,Randy,Rascal,Rudy,Rocky,Randy
155,"In the movie A Christmas Story, which of Ralphies friends gets his tongue stuck to a pole?",world,Flick,Scutt,Schwartz,Grover,Flick
156,What does Ralphies dad win in A Christmas Story?,world,Womans Leg Lamp,Womans Leg Trophy,Womans Leg Lamp,Womans Leg Can Opener,Womans Leg Statue
157,"In A Christmas Story which famous piece of music always played in the background, when the bully and his minion entered a scene?",world,Peter and the Wolf,Ode to Joy,William Tell Overture,Pachelbels Canon,Peter and the Wolf
158,What present does Ralphie want more than anything in the film A Christmas Story?,world,Red Ryder BB Gun,Slingshot,Bow and Arrow,Red Ryder BB Gun,Brandywine Cannon
159,"In the movie A Christmas Story, when Ralphies mother puts soap in his mouth to teach him a lesson,
what effect does he imagine the soap will have on him in the future?",world,He goes blind,He goes blind,He goes mute,He goes deaf,He loses an arm
160,Where do the Parkers end up having Christmas dinner in the film A Christmas Story?,world,Chinese Restaurant,Chinese Restaurant,Goldblatts Department Store,The Bumpass,Griffith
161,What favorite television show did the film A Christmas Story inspire?,world,The Wonder Years,That 70s Show,Full House,Happy Days,The Wonder Years
162,"Christmas is the Christian holiday that celebrates the birth of Christ.  Christ was born in this city, according to the Bible.",world,Bethlehem,Nazareth,Jerusalem,Bethlehem,Rome
163,"In the United Kingdom, what holiday is December 26th?",world,Boxing Day,Perihelion,Boxing Day,Candlemas,St Patricks Day
165,"Finish the popular Christmas carol:

Silent night Holy night
All is calm all is bright
Round yon virgin Mother and Child
Holy infant ...",world,so tender and mild,so tender and mild,just cried,so playful and wild,just smiled
166,"The origins of the widespread tradition of decorating a Christmas tree can be traced back to the 16th century, in this country.",world,Germany,The United States,France,Russia,Germany
167,"For Catholics, Protestants and most Orthodox Christians, the 25th of December is celebrated as Christmas. However, the Jerusalem, Russian, Coptic, Serbian and Georgian Orthodox churches celebrate the birth of Jesus on this date.",world,January 7,December 31,February 15,January 7,November 25
168,The burning of the Yule Log is one of many Christmas traditions that come from the Yule festival. Do you know what this tradition symbolizes?,world,The returning light,The mortality of humans,The returning light,The Holy Spirit,The life-cycle
169,"Jingle Bells, undoubtedly one of the most famous Christmas songs in the world, was written in 1857 by this person.",world,James Pierpont,Joyce Ballantyne,Iza Trapani,Haddon Sundblom,James Pierpont
170,Three of these names are of reindeers of Santa Claus. Which is the odd one?,world,Clement,Comet,Rudolph,Clement,Donder
171,"Even though Jack Nicholson and Eddie Murphy were considered for the role of the Grinch in the 2000 movie, How the Grinch Stole Christmas, this man was the one who played the part.",world,Jim Carrey,Al Pachino,Jim Carrey,Danny DeVito,Eddie Griffin
172,"Known as the Triumphant City, this place is one of the largest urban settlements which features both Christian and Islamic monuments.",world,Cairo,New York,Moscow,Lima,Cairo
173,"The biggest mosque in India, called Jama Masjid, is situated in this city, which is considered the heart of the country.",world,Delhi,Jaipur,Delhi,Bombay,Calcutta
174,"What is the capital of the biggest Muslim-majority country, which is officially not a city but a province?",world,Jakarta,Jakarta,Ankara,Kairo,Istanbul
175,"This city originated from a Muslim settlement near the Pasig River in a country, which was a colony of Spain for almost three centuries.",world,Manila,Lima,Afghanistan,Seoul,Manila
176,"This city is located in the province Sindh in Pakistan, on the cost of the Arabian Sea.",world,Karachi,Beijing,Hanoi,Karachi,Sydney
177,"This big city, originally named Naniwa, is famous for a huge aquarium called Kaiyukan.",world,Osaka,Osaka,Seoul,Kobe,Delhi
178,Which big capital city is famous for being the site of the magnificent Saint Basils Cathedral?,world,Moscow,Dhaka,London,Moscow,Paris
179,"This Latin Amrican city, known also as the City of the Holy Trinity, is located on the southern shore of the RÃ­o de la Plata.",world,Buenos Aires,Buenos Aires,Lima,Mexico City,Sacramento
180,This city is situated at the foot of the Alborz mountain range and one of its most famous landmarks is the Azadi Tower.,world,Tehran,Shanghai,Lagos,Calcutta,Tehran
181,"Which city, known as the City of Light, was originally called Lutetia in Latin?",world,Paris,Paris,London,Rome,Vienna
182,Who was the first person to sign the the United States Declaration of Independence?,world,John Hancock,John Adams,Benjamin Franklin,Thomas Jefferson,John Hancock
184,What was the last state to join America?,world,Hawaii,Alaska,Hawaii,Florida,New Mexico
185,In 1776 America declared independence from what country?,world,Great Britain,Spain,Great Britain,Mexico,France
186,Where did the first people on North America cross to get to America?,world,Beringa,The Atlantic Ocean,The Pacific Ocean,Theajs,Beringa
188,What is the highest mountain peak in the United States?,world,Mount McKinley,Mount McKinley,Mount Rushmore,Mount Hood,Mount St. Helens
189,What country gave the Statue of Liberty to America?,world,France,Italy,France,Great Britain,Spain
190,What was the first state to ratify the US Constitution and therefore the first state of the United States of America?,world,Delaware,Delaware,New Jersey,Pennsylvania,New York
191,Who was the first American on the moon?,world,Neil Armstrong,Buzz Aldrin,John Young,Michael Collins,Neil Armstrong
192,What year was the classic Christmas movie âItâs A Wonderful Life released?,world,1946,1941,1939,1946,1955
193,"In the classic Christmas movie âItâs A Wonderful Life,â what is the name of the town that George Bailey lives in?",world,Bedford Falls,Junction City,Bedford Stuyvestant,Bedford Falls,Middle Village
194,"In the movie âItâs A Wonderful Life,â what is the name of the guardian angel that looks after George in his time of need?",world,Clarence Oddbody,Sam Wainright,Carl Switzer,Clarence Oddbody,Bartleby
196,"In the movie âItâs A Wonderful Life,â George gets beaten up by drugstore owner Mr. Gower, who happened to be drunk at the time. Ultimately, George saves Mr. Gower from putting poison in a drug prescription. What propelled Mr. Gower to getting drunk that day?",world,He just learnt about the death of his son.,He just learnt about the death of his son.,He just turned 50 and was depressed.,He was an obsessive drinker.,It was his 25th wedding anniversary.
197,"In the classic movie âItâs A Wonderful Life,â George and Mary were at the gym dancing in a contest. What kind of contest was it?",world,Charleston,Charleston,Waltz,Tango,Hop
198,What was the name of George Baileys fathers business in the movie âItâs A Wonderful Lifeâ?,world,Bailey Building  Loan,Bailey Bonds,Loans Are Here,Bailey Building  Loan,Mitchell Gs Rent A Buck
199,"In âItâs A Wonderful Life, George wanted to escape the horrors of Pottersville. He went to a bridge and was about to jump in the water when he realized that he wanted to live, and asked Clarence for a second chance, saying he wanted to go home to his family. After Clarence granted him his wish, he ran into the neighborhood police officer and asked âdo you know me? What was the name of this police officer?",world,Bert,Johnny,Bert,Szuna,Ernie
200,"In the classic movie Its A Wonderful Life, George Bailey is deaf in one ear. How did he become deaf?",world,He jumped into a pond saving his brother.,He jumped into a pond saving his brother.,He was born deaf in one ear,Car accident,Boating accident
201,"At the end of âItâs A Wonderful Life, Harry Bailey made a toast to the richest man in town. Who was he referring to when he made this toast?",world,His brother George,Mr. Beckwith,His brother George,Uncle Billy,Mr. Potter
202,"The Lao Peoples Democratic Republic, a landlocked country in southeast Asia, neighbouring China, Vietnam, Cambodia, and Thailand, was previously known by the name of Lan Xang, which means what translated in English?",world,Land of a million elephants,Land of a million elephants,Holy land,Land of great valleys,Land of abundance
203,"Brunei is a small country (about 5,700 kmÂ² in area,) situated on the island of Borneo, in Southeast Asia. Brunei borders only one country, which one?",world,East Malaysia,Myanmar,Sri Lanka,East Malaysia,Indonesia
204,"The economy of the southern African republic of Botswana was formerly dependent on export of live cattle and meat, but since late 1960s, the mining industry has taken over.  Which of these natural resources is Botswana a significant exporter of?",world,Diamonds,Diamonds,Limestone,Coal,Iron
