,question,category,answer,choices/0,choices/1,choices/2,choices/3
87,One of the following words is a synonym of the word cognoscente.,humanities,Connoisseur,Supervisor,Distributor,Philosopher,Connoisseur
88,The word razzmatazz means this.,humanities,Ambiguous language,Ambiguous language,Gizmo,Knick-knack,Amulet
89,A nap in the early afternoon is called by this word taken from Spanish.,humanities,Siesta,Enchilada,Taco,Arroyo,Siesta
90,Crwth is a fascinating word. It has no vowels. This is what it means.,humanities,Musical instrument,Tool,Musical instrument,Rulers title,Pot
91,"The she-goat Amalthea, which nursed baby Zeus, is represented by what constellation?",humanities,Capra,Hydra,Capricorn,Capra,Virgo
92,"This constellation was named after a Greek goddess. She was beautiful, but conceited. In order to punish her for that, Poseidon sent her figure to the skies upside down.",humanities,Cassiopeia,Perseus,Aquila,Andromeda,Cassiopeia
93,"There are many myths about this constellation. The earliest one, however, comes from a Sumerian legend about a female dragon, who ruled over the primordial ocean before the creation. But new gods rebelled against her and sent her to the skies.",humanities,Draco,Crux,Draco,Aquila,Cygnus
94,"Although it is a galaxy, the story about its creation is not less intriguing. Many legends associate its formation with milk spilled in one way or another. However, a Mesopotamian legend explains another thing. After the deluge the ark of Utnapishtim, the Sumerian Noah, was stuck on Mount Ararat. He then made a sacrifice to the gods and this galaxy was created out of the smoke of the fire.",humanities,The Milky Way,Aries,Draco,Ara,The Milky Way
95,"This constellation was named after a creature from the Greek mythology which is a combination between a human and a horse. Such creatures were of violent nature but there was one exception - Chiron, who was the tutor of Hercules.",humanities,Centaur,Eridanus,Auriga,Delphinus,Centaur
96,"This is a star group in Taurus. It was called after the seven daughters of the Titan Atlas and the Nymph Plieone - Alcyone, Maia, Electra, Merope, Taygeta, Celaeno, and Sterope.",humanities,Pleiades,Gemini,Aries,Pleiades,Crux
97,This constellation was named after a Greek hero who bragged to be the greatest hunter. Goddess Hera heard that and sent a scorpion after him to test his skills. The hero was stung to death by the scorpion. Zeus felt sorry and sent him to the sky.,humanities,Orion,Sagitta,Cancer,Sirius,Orion
98,"This constellation is often associated with Ganymede, who was a beautiful Phrygian youngster. Jupiter once saw him, fell in love with the lad and came to the earth as a bird, which took him to the skies. Since then he has served as the cup bearer of the gods.",humanities,Aquarius,Delphinus,Aquarius,Ara,Pisces
99,"This was the instrument that Orpheus played so well that his music enchanted even the wild beasts, the rocks, and the trees. After he lost his beloved one - Eurydice, Zeus placed Orpheuss musical instrument on the sky.",humanities,Lyre,Triangulum,Libra,Lyre,Sagitta
100,"This constellation represents the twin brothers Castor and Pollux. They were born by one mother, Leda, but had different fathers. Leda got pregnant simultaneously by Jupiter and the king Tyndarus of Sparta. When Castor died, Pollux felt so sorry that he begged Jupiter to unite them again, so Jupiter reunited the brothers in the sky.",humanities,Gemini,Gemini,Puppis,Pleiades,Pisces
101,What does the verb to dub mean?,humanities,To give a name,To make a major mistake,To study hard as in an all- nighter,To give a name,To hit very hard on the head or neck
102,"If you command a horse to gee, what do you expect him to do?",humanities,Turn right,Stop completely,Go back a few paces,Turn left,Turn right
103,"If you put a hex on someone, what have you done?",humanities,Put him or her under a spell,Curse that person to hell,Drown him or her as a witch.,Wish him or her good luck,Put him or her under a spell
104,Which of the following terms means to search for fun?,humanities,Gad,Dap,Vex,Gad,Gob
105,What does to vex mean?,humanities,To annoy,To annoy,To hurry,To spin very fast,To curse
106,What does to sup refer to?,humanities,Eat an evening meal,Eat soup very nosily,Dine in elegance,Eat an evening meal,Eat like an animal
107,What does the verb hew mean?,humanities,To cut,To cut,To fasten with glue or paste,To mend,To hollow out a log
108,Which of the following terms means to recede?,humanities,Ebb,Lob,Orb,Gee,Ebb
109,What does to hie mean?,humanities,To hurry,To hurry,To fear,To stop,To type by touch
110,What is the meaning of the verb to jam?,humanities,To interfer with a radio signal,To interfer with a radio signal,To spread with a jelly-like substance,To soak flax prior to spinning,To unclog a bunch of logs in a stream
111,Which of the following fictional or legendary hybrids is not half-human?,humanities,Baku,Merman,Asterius,Half-orc,Baku
112,Which of the following is a legendary creature with a lion body and eagle head and wings?,humanities,Griffin,Basilisk,Mandrake,Arachne,Griffin
113,"What is the name of the monstrous creature from Greek Mythology, that is the offspring of Typhon and Echidna?",humanities,Chimera,Chimera,Pegasus,Mermaid,Chiron
114,What kind of creature was the African mythological hybrid Jengu?,humanities,A water spirit,A water spirit,An elf,A lizard,A monstrous insect
115,This hybrid is an Egyptian sacred baboon with the head of a dog.,humanities,Cynocephalus,Sphinx,Felinity,Reprobus,Cynocephalus
116,What is the name of the legendary half-man and half-goat (or half-horse) creature often associated with male sexuality in Greek mythology?,humanities,Satyr,Praxiteles,Anubis,Pan,Satyr
117,"The sphinxes, the popular legendary creatures of the Ancient Egyptians, could be depicted with three different heads. Which head that was not typical for the sphinx?",humanities,Snake head,Snake head,Ram head,Bird head,Human head
118,"The legendary creature Peryton, that was said to come from the lost continent Atlantis, is a hybrid of what two animals?",humanities,Stag and bird,Stag and bird,Stag and snake,Horse and lizard,Bird and insect
119,Which of the following is an evil mythological hybrid of a woman and a bird?,humanities,Harpy,Ogress,Harpy,Trowe,Titan
120,The world sirena refers to this mythical or folklore hybrid of a woman and an animal?,humanities,Mermaid,Mermaid,Grendel,Vampire,Manticore
121,In which musical does Curly sing Surrey With the Fringe on Top to entice his girlfriend to accompany him to a party?,humanities,Oklahoma,Oklahoma,Will Rogers Follies,The Pajama Game,Sound of Music
122,"The hit song If I Were a Rich Man, which reflected the dreams of a poor milkman, came from which musical of the 60s?",humanities,Fiddler on the Roof,Fiddler on the Roof,42nd Street,Chicago,Cats
123,All That Jazz is the opening number of which 1975 Bob Fosse musical?,humanities,Chicago,42nd Street,Chicago,Fiddler on the Roof,Cats
124,The moving song I Am What I Am is sung at the end of Act I of which Jerry Herman hit show?,humanities,La Cage aux Folles,Hello Dolly,La Cage aux Folles,Damn Yankees,My Fair Lady
125,Which musical of the 50s featured the song Some Enchanted Evening?,humanities,South Pacific,Mame,Hello Dolly,South Pacific,George M.
126,Whatever Lola Wants is performed by the sultry Lola trying to tempt a faithful husband in which  Bob Fosse show?,humanities,Damn Yankees,Fosse,The Pajama Game,Chicago,Damn Yankees
127,In which show does Eliza sing The Rain in Spain?,humanities,My Fair Lady,My One and Only,Kismet,Kiss me Kate,My Fair Lady
128,"Fill in the blank with the correct word:
It would be as well to let it go, ___ too far out.

Quote from A New Hope",humanities,its,...,its,...,its
132,What is the meaning of the adverb altogether?,humanities,Entirely,Entirely,Near by,Unclothed,In the same place
133,What does the collocation all together mean?,humanities,In the same place,In the same place,Completely,The same as altogether,All told
134,What does the word principal mean?,humanities,Main,Origin,Main,Characteristic,Law
137,"These creatures ruled the world until they were overthrown by the Twelve Olympians, led by Zeus.",humanities,Titans,Cyclopes,Titans,Animals,Humans
141,What was Rembrandts last name?,humanities,Van Rijn,Rembrandt is his last name,Van Dyke,Bosch,Van Rijn
142,What was the first name of Van Goghs brother?,humanities,Theo,Theo,Pierre,Edward,Hans
143,For which opera did Gershwin become posthumously famous?,humanities,Porgy and Bess,Rhapsody in Blue,An American in Paris,The Days Gone By,Porgy and Bess
144,"The music for Swan Lake, one of the most critically-acclaimed ballets, was written by this composer.",humanities,Pyotr Ilyich Tchaikovsky,Aram Khachaturian,Pyotr Ilyich Tchaikovsky,Stern,Nikolai Rimsky-Korsakov
145,Violin virtuoso Itzach Perlman is a cousin of this entertainer.,humanities,Howie Mandel,Neil Sedaka,Howie Mandel,Bob Dylan,Isaac Stern
146,How many reeds does an oboe have?,humanities,2,3,2,1,0
147,"In what country was composer and pianist, Frederic Chopin born?",humanities,Poland,France,Poland,Switzerland,Belgium
148,Which of the following is a type of plaster used to paint on?,humanities,Gesso,Obsidium,Obstantium,Gesso,Gelato
149,"Which painter and founder of cubism would not divorce his first wife, Olga Khoklova, so she would not get half his wealth?",humanities,Picasso,Picasso,Klee,Cezanne,Remington
150,"This photographer, who taught at MIT for 10 years, developed the Zone System.",humanities,Minor White,Minor White,Alfred Stieglitz,Paul Curtis,Barbara Morgan
151,Which of the following group of animals is not referred to as a herd?,humanities,Rhinoceroses,Rhinoceroses,Boars,Chinchillas,Walruses
152,Which prefix means under?,humanities,Sub-,Supra-,Sub-,Un-,Super-
153,Which suffix means fear?,humanities,-phobia,-itis,-phobia,-philia,-mony
154,Which prefix means within?,humanities,intra-,intra-,inter-,pseudo-,hemi-
155,When prefix means high?,humanities,Alti-,Apo-,Peri-,Alti-,Pleo-
156,All but one of the following suffixes changes the word from an adjective or a verb into a noun.  Which is the odd one?,humanities,-ous,-ous,-ion,-ity,-ness
157,Which suffix means foot?,humanities,-pus,-morph,-flex,-pus,-fer
158,Which suffix means one who?,humanities,-er,-able,-ship,-ous,-er
159,Which prefix means across a distance?,humanities,TELE-,TELE-,PALEO-,PHILO-,PROTO-
160,Which of the following prefixes does not mean not?,humanities,Pan,A-,In-,Non-,Pan
161,Which prefix means together?,humanities,CO-,CO-,PROTO-,SOLI-,HETERO-
162,Freya was the goddess of this.,humanities,Love and beauty,Poetry,The flowers,Love and beauty,Old age and madness
164,Odins favorite pets were these creatures.,humanities,Ravens,Ravens,Bats,Hawks,Snakes
165,What did god Tyr sacrifice in order to bind the evil Fenris wolf?,humanities,His hand,His hand,His eye,His head,His leg
166,Which of the following gods was famous for his talent to quickly transform his appearance?,humanities,Loki,Fenrir,Loki,Asgard,Hel
169,Norse mythology associates the aurora with this beautiful goddess.,humanities,Freya,Frigg,Freya,Elli,Eir
170,"He was the first man, according to Norse mythology.",humanities,Ask,Annar,Ask,Arvak,Aud
171,"In what movie does a character say,  Yo, Adrian.?",humanities,Rocky,The Godfather,Rocky,"New York, New York",On the Waterfront
172,Yo-Yo Ma is considered by most to be the best musician in the world to play this instrument. Yo-Yo Mas nickname for his instrument is Petunia. What type of instrument is Petunia?,humanities,Cello,Classical Guitar,Flute,Violin,Cello
173,"If a person is downright, then he is this.",humanities,Candid,Candid,Cordial,Gentle,Compassionate
174,A playwright is someone who writes for the theatre. One of the following famous Greeks was not a playwright.,humanities,Tyrtaeus,Aeschylus,Sophocles,Aristophanes,Tyrtaeus
175,One of these is not a spright.,humanities,A dwarf.,A dwarf.,A specter or ghost.,An elflike person.,A soul.
176,"If he denied the charges outright, then his denial cannot be described as this.",humanities,Kind,Open,Complete,Immediate,Kind
177,In the UK one of these parties is not considered right-winged.,humanities,Scottish National Party,United Kingdom Independence Party,Scottish National Party,Conservative Party,Democratic Unionist Party
179,Which of these languages is not an official national language in a South American country?,humanities,German,English,Dutch,German,Guarani
180,What language has the most native speakers in the world?,humanities,Mandarin,English,Spanish,Arabic,Mandarin
181,"What movie features an actor speaking one of the Khoisan languages of southwestern Africa, which have a range of click sounds (sounds which are not found outside this region)?",humanities,The Gods Must Be Crazy,A Dry White Season,The Gods Must Be Crazy,Cry Freedom,Hotel Rwanda
182,"The largest language family (a group of historically related languages) is the Indo-European family, which includes well-known European languages such as English, French and Russian. Which of the following languages is NOT a member of this family?",humanities,Hebrew,Hindi,Hebrew,Armenian,Kurdish
183,What European language is not related to any other language in the world?,humanities,Basque,English,Greek,Hungarian,Basque
184,"The Romance languages are all descended from Latin, and form a branch of the Indo-European family. It is common knowledge that languages such as French, Spanish, Italian and Portuguese are related and are Romance languages. There is another major European language which is also a member of this branch. What is it?",humanities,Romanian,Romanian,Irish,Hungarian,Bulgarian
186,"What language has contributed the following words to the English language: ketchup, gong, orangutan, amok, bamboo, cockatoo, mango, paddy, gingham, compound (as in military compound) and cooties?",humanities,Malay,Portuguese,Chinese,Malay,Hindi
187,"What language has contributed the following words to English: bungalow, jungle, thug, khaki, cot, loot, sentry, shampoo, and bangle?",humanities,Hindi,Portuguese,Chinese,Malay,Hindi
188,"The nation of Singapore has four official languages. However, all education is conducted in this language, by law.",humanities,English,Tamil,Malay,Chinese,English
190,Which goddess was Apollos sister?,humanities,Artemis,Athena,Hestia,Hera,Artemis
191,Zeus was married to this goddess.,humanities,Hera,Athena,Hestia,Hera,Demeter
193,"What is the name of the daughter of the goddess, Demeter?",humanities,Persephone,Aphrodite,Hestia,Luna,Persephone
194,What is the name of the 3 headed dog that guards the Underworld?,humanities,Cerberus,Romulus,Cerberus,Grendel,Remus
196,"Hermes is the Greek god of shepards, land travel, weights and measures, oratory, literature, merchants and athletics. His Roman equivalent however, is usually considered to be just the god of trade, profit and travel. Who is the Roman god in question?",humanities,Mercury,Mercury,Juno,Saturn,Mars
197,Dionysus is the Greek god of wine. Who is the Roman god of wine?,humanities,Bacchus,Mars,Cacius,Aurora,Bacchus
199,Hephaestus is the Greek God of fire and the patron of blacksmiths. Who is the Roman god of fire and craftsmanship?,humanities,Vulcan,Vulcan,Vitrus,Spock,Theia
200,"The Greek goddess of flowers is Chloris. Who is the Roman goddess of flowers, the personification of spring?",humanities,Flora,Diana,Flora,Fauna,Gaia
201,"Poseidon, the Greek god of the sea, was very popular and powerful among Greek sailors. His Roman equivalent was inferior in power and popularity. Who was the Roman god of the sea?",humanities,Neptune,Orion,Neptune,Mars,Saturn
203,"Eros is the Greek personification of the dawn and his siblings are the sun (Helios) and the moon (Selene). Who is the Roman personification of the dawn, whose siblings are Sol (sun) and Luna (moon).",humanities,Aurora,Aurora,Gaia,Celeste,Hestasia
204,Which one of these words means sooty or murky; having a dark or dusky color?,humanities,Fuliginous,Fuliginous,Inkhorn,Somnolent,Alfresco
206,Which word means a group of unofficial often secret and scheming advisers?,humanities,Camarilla,Pratfall,Estival,Xeriscape,Camarilla
208,What word means to be not reputable or decent?,humanities,Louche,Louche,Jocose,Prehensile,Demulcent
210,"What word means melancholy, gloomy, or having a peevish temperament?",humanities,Atrabilious,Wimple,Golconda,Askew,Atrabilious
212,What word means a defamatory falsehood published for political effect?,humanities,Roorback,Roorback,Anabasis,Roister,Cineast
214,It is estimated that this country has more English speakers than the United States.,humanities,China,India,Japan,China,UK
215,"The Mazateco language is the native language of the Mazatec peoples of Oaxaca, Mexico. Besides by words, messages in this language can be conveyed by what other means?",humanities,By whistling,By clicking ones tongue,By tramping,By whistling,By singing
216,"The creator of the most widely used constructed international language, Esperanto, philologist L. L. Zamenhof, had what other profession?",humanities,Ophthalmologist,Psychologist,Librarian,Ophthalmologist,Cook
217,Which of the following languages does not use a definite article?,humanities,Russian,German,French,Modern Greek,Russian
218,In which country should you be careful with any objects labelled gift (when the word is used as a noun)?,humanities,Germany,Finland,Germany,Sweden,Norway
219,Which of these words begins with one and the same sound in a great percentage of the languages in the world?,humanities,Mother,Bread,Smile,Mother,Love
220,Which is the only South American country that uses English as its official language?,humanities,Guyana,Brazil,Ecuador,Guyana,Suriname
222,"Which is the common official language of Austria, Liechtenstein, and Switzerland?",humanities,German,German,English,Swedish,French
223,What is the country with the greatest number of official languages?,humanities,India,India,South Africa,USA,China
224,Which Broadway show features the character of Billy Bigelow as the male lead?,humanities,Carousel,Carousel,South Pacific,A Chorus Line,Oklahoma
225,Which Rogers and Hammerstein musical features the comic character Ado Annie?,humanities,Oklahoma,Carousel,MAME,Barnum,Oklahoma
226,The character of Professor Harold Hill was created by composer Meredith Willson for which musical about Mid-West small town life in the turn of the 20th century?,humanities,The Music Man,Kiss Me Kate,The Music Man,Guys and Dolls,Life on the Mississippi
227,Carrie Pepperidge is the comic relief in which Rogers and Hammerstein show?,humanities,Carousel,Hello Dolly,Mame,Carousel,Oklahoma
228,Shoeless Joe Hardy sold his soul to the devil in which 50s musical revised in the 1990s?,humanities,Damn Yankees,Damn Yankees,The Redhead,Candide,Annie Get Your Gun
229,Charlemange of the Holy Roman Empire was a character in which Fosse musical?,humanities,Pippin,Pippin,Spamalot,Camelot,A Little Night Music
230,Marian the Librarian is the main love interest in which show?,humanities,The Music Man,Chicago,Me and My Girl,The Music Man,The Will Rogers Follies
231,Sportin Life is the likable villain in which Gershwin show?,humanities,Porgy and Bess,Porgy and Bess,West Side Story,Big River,Showboat
232,The beautiful Belle changes everyones fate in which Broadway musical?,humanities,Beauty and the Beast,The Wiz,The Boy From Oz,The Lion King,Beauty and the Beast
233,Nicely-Nicely Johnson is a second banana character in which Frank Lessor musical?,humanities,Guys and Dolls,La Cage aux Folles,Me and My Girl,My One and Only,Guys and Dolls
234,"Often called the Father of American Anthropology, he established the first PhD program in anthropology in America.",humanities,Franz Boas,Richard L. Jantz,Corey s. Sparks,Franz Boas,Jonathan Marks
235,"This fossil, first discovered in 1924, proved that the human race really had a natural history.",humanities,Taung Child,Taung Child,Pitdown Man,Java Man,Neanderthal Man
236,The name of of which extinct species means working man in Greek?,humanities,Homo ergaster,Homo antecessor,Homo ergaster,Homo habilis,Homo cerpanensis
237,This diminutive species was nicknamed hobbits after J.R.R Tolkiens fictional race of similar size.,humanities,Homo floresiensis,Homo erectus palaejavanicus,Homo erectus soloensis,Homo floresiensis,Homo heidelbergensis
238,The discovery site of which species was listed by UNESCO as a World Heritage Site in 1987?,humanities,Peking Man,Rudolf Man,Handy Man,Georgia Man,Peking Man
239,"Turkana boy, a fossil famous for being almost a complete skeleton, was discovered in Kenya in which year?",humanities,1984,1974,1984,1962,1981
240,What is the meaning of the anthropology term Pithecanthropus in Greek?,humanities,ape man,ape man,caveman,upright man,wise man
241,This anatomist is famous for his discovery of the first specimen of early hominid remains ever found outside Europe.,humanities,Eugene Dubois,Henry McHenry,David Pilbeam,Svante Paablo,Eugene Dubois
242,"The Cro-Magnons, considered virtually identical to contemporary humans, were discovered in France in which year?",humanities,1868,1860,1868,1863,1900
243,"Name the remains of a prehistoric man, whose discovery in 1996 raised sensitive political issues, related to the Native Americans rights.",humanities,Kennewick Man,Boxgrave Man,Kennewick Man,Lindow Man,Red Lady of Paviland
244,This double-letter word is used to describe many items and is even the last name of some very famous people and fictional characters.,humanities,Little,Small,Narrow,Little,Lesser
245,This is an activity you usually do on snow but sometimes it is done on water.,humanities,Skiing,Running,Skating,Skiing,Shooting
246,This double-letter word refers to a yummy baked dish that can be delivered to your house hot and ready to eat.,humanities,Pizza,Rolls,Spaghetti,Pizza,Moonpies
249,These furry bundles of joy sometimes cause severe allergies in people.,humanities,kittens,rattle snakes,wobbles,goons,kittens
250,Which of the following words best fits this sentence: The next ____ will be out soon for everyone to read.?,humanities,issue,newspaper,bubble,issue,pizzas
252,Sometimes people who hike  very long distances hide supplies in boxes along their route. What are these boxes called?,humanities,bounce boxes,suppliboxes,route boxes,bounce boxes,roadplies
253,In 2007 this expression was introduced to describe an economy that is in a real frenzy.,humanities,cappuccino economy,latteconomy,cappuccino economy,caffeine economy,Potus
