,question,category,answer,choices/0,choices/1,choices/2,choices/3
42,"In the episode where everyone is up all night in season 7, why cant Phoebe go to sleep?",television,The smoke detector keeps beeping,The smoke detector keeps beeping,She is drunk in Vegas,She is going into labor,She has to much coffee
43,Who broke Chandlers barcalounger?,television,Joey,Joey,Rachel,Chandler himself,Monica
44,What is Rachels full name?,television,Rachel Karen Green,Rachel Isabella Green,Rachel Karen Green,Rachel Emma Green,Rachel Lisa Green
45,What friend never had a bike as a child?,television,Phoebe,Phoebe,Monica,Chandler,Joey
46,"In the opening credits/theme song, what is the color of Joeys umbrella?",television,Blue,Green,Black,Blue,Red
47,"What was Rosss son, Bens first word?",television,Hi,Dog,Hi,How you doin?,Ma-ma
48,How many chairs are around Monicas kitchen table?,television,Four,Five,Three,Four,Six
49,What number wife is Rachel to Ross?,television,Third,First,Second,Third,They never got married
50,What friend has a fear of dogs?,television,Chandler,Joey,Phoebe,Rachel,Chandler
52,Who does Rachel have a baby with?,television,Ross,Tag,Joey,Chandler,Ross
53,What actress plays Monica Geller?,television,Courteney Cox Arquette,Kelly Rippa,Jennifer Aniston,Lisa Kudrow,Courteney Cox Arquette
54,What is Joeys favorite food?,television,Sandwiches,Seafood,Lasagna,Pizza,Sandwiches
55,In what area of New York City do the Friends live?,television,Greenwich Village,Soho,Tribeca,Greenwich Village,Chelsea
56,How many seasons was Friends on the air for?,television,10,10,9,7,8
57,What friends cast member directed some of the episodes?,television,David Schwimmer,Matthew Perry,Lisa Kudrow,David Schwimmer,Matt Le Blanc
58,"In Chandlers 50 states game, who forgot 14 of the 50 states?",television,Monica,Monica,Phoebe,Rachel,Ross
59,How many children did Monica and Chandler adopt?,television,Twins,None,Triplets,Twins,One
60,This 80s television show featured a family living in a brownstone in Brooklyn. The father was an obstetrician and the mother was a lawyer.,television,The Cosby Show,The Cosby Show,Family Ties,Growing Pains,Too Close For Comfort
61,"This show, set in New York City at the High School For Performing Arts, was about students who wanted to become actors, musicians and dancers.",television,Fame,You Can Do It If You Try,Fame,Talented Kids,Whiz Kids
62,"In this 80s television show, set in Columbus, Ohio, the parents (Steve and Elyse) had 4 children. Steve worked at a television station as a manager and Elyse was an architect.",television,Family Ties,Family Ties,Family Matters,Family,Family Affair
63,This 80s television series focused on a family that lived in the New York suburbs. The father was a psychiatrist and the mothers name was Maggie. They had 4 children with the oldest being Mike.,television,Growing Pains,Family Ties,Gimme A Break,Diffrent Strokes,Growing Pains
64,"This 80s show, which was a box office smash for Goldie Hawn, tells the story of a New York socialite who decides to tackle the U. S. Army.",television,Private Benjamin,Private Benjamin,Attention !!!!,Working Stiffs,Blanskys Girls
65,"This 80s show, that took place in the fictional town of Glen Lawn, California, was about a black housekeeper who took care of three teenage girls, whose father was a police chief.",television,Gimme A Break,The Chief,Gimme A Break,Kojak,Just The Ten Of Us
66,"This 80s television series, set in Connecticut, was about a male housekeeper who worked for the president of an advertising agency.",television,Whos the Boss?,Whos the Boss?,Whos Watching The Kids,I Will Clean Your House,Just the Two Of Us
67,This 80s show was about a probationary angel named Jonathan. His unusual mission on earth was to bring love and understanding into the lives of people who were in trouble.,television,Highway to Heaven,Amen,Help The People,Highway to Heaven,Wings
68,"What Canadian actor played Dr. Arthur Harmon in sitcom, Maude and than went on to star in Diffrent Strokes?",television,Conrad Bain,Conrad Bain,Gordon Jump,Jerry Van Dyke,Danny Thomas
69,"Who played Detective Donahue on TV show, Soap?",television,John Byner,John Byner,Sal Viscuso,Robert Mandan,Richard Mulligan
70,What actor played Huggy Bear on the show Starsky and Hutch?,television,Antonio Fargas,Antonio Fargas,Thalmus Rasulala,Whitman Mayo,Snoop Dog
71,"Who played Charlie Harrison on the sitcom, Fish?",television,Barry Gordon,Barry Gordon,Jay North,Johnnie Whitaker,Rusty Hamer
72,"Who played Carrie on 70s TV show, Little House on the Prairie?",television,All of these,Lindsay Sidney Greenbush,Lindsay  Greenbush,All of these,Sidney Greenbush
73,"Who played the role of Chuck on television sitcom, Happy Days?",television,Gavan O Herlihy,Don Grady,James Broderick,Gavan O Herlihy,Harold Lipschitz
74,"What actor played Cousin Oliver on ABCs situation comedy, The Brady Bunch?",television,Robbie Rist,Harry Hand,Robbie Rist,Michael Gray,Neil J. Schwartz
75,"Who played Keith on 1970s CBS sitcom, Good Times?",television,Ben Powers,Al Jarreau,Ben Powers,Len Powers,Gregory Abbott
76,"Who sang the buoyant theme song for the CBS sitcom, The Jeffersons?",television,Janet DuBois,Glodean James,Marla Gibbs,Janet DuBois,Patti Labelle
78,Which of these shows did Alan Hale Jr. play on?,television,Gilligans Island,Bewitched,Gilligans Island,Dark Shadows,None of the above
79,Which of these shows did Russell Johnson play on?,television,Gilligans Island,Rosanne,Bewitched,Gilligans Island,Cosby
80,Which of these shows did Milburn Stone play on?,television,Gunsmoke,Gunsmoke,Bonanza,Dynasty,Good Times
81,Which of these shows did Eve Plumb play on?,television,The Brady Bunch,Little House on the Prairie,Cosby,The Waltons,The Brady Bunch
82,Which of these shows did Anissa Jones play on?,television,Family Affair,Bewitched,Good Times,Everybody Loves Raymond,Family Affair
83,Which of these shows did Betty Lynn play on?,television,The Andy Griffith Show,Gilligans Island,Dark Shadows,The Andy Griffith Show,The Life of Riley
84,Which of these shows did Eddie Albert play on?,television,Green Acres,The Love Boat,Green Acres,The Mod Squad,Alf
85,"Name the two main families in the TV series Soap, which ran on ABC from 1977 to 1981.",television,The Tates and the Campbells,The Tates and the Smiths,The Tates and the Campbells,The Campbells and the Bradys,The Campbells and the Nelsons
86,"What were the first names of the Tuscadero sisters, portrayed by Suzi Quatro and Roz Kelly, on TV series, Happy Days?",television,Leather and Pinky,Leather and Suede,Leather and Pinky,Pinky and Blue,Black and Blue
87,"In detective series Baretta, detective Tony Baretta lived in a run-down hotel with what pet?",television,"Fred, the cockatoo","Fred, the cockatoo","Max, the Border Collie","Tink, the snake","Boz, the turtle"
89,"What was Skipper Grumbys first name on TV sitcom, Gilligans Island?",television,Jonas,Jonas,Jonathon,John,Joseph
90,"Jaime Sommers, the bionic woman who first appeared on TV series The Six Million Dollar Man, was nearly killed in an accident involving what?",television,A parachute,A car,A spacecraft,A parachute,Scuba diving
91,"What actor played the character of Vinnie Barbarino on the sitcom, Welcome Back, Kotter?",television,John Travolta,Patrick Duffy,Don Johnson,John Ritter,John Travolta
92,"What was the name of Radars dog in the 1972-1983 TV series, M*A*S*H?",television,Ranger,Soldier,Ranger,Trooper,Buck
93,"Which actress played the oldest sister, Marcia Brady, on The Brady Bunch?",television,Maureen McCormick,Maureen McCormick,Ann B. Davis,Maureen McGovern,Florence Henderson
94,Which actor played the Skipper on the cult sitcom Gilligans Island?,television,Alan Hale,Jonas Quimby,Jonas Hale,Alan Thicke,Alan Hale
97,"What actor portrays bumbling idiot deputy, Barney Fife, in The Andy Griffith Show?",television,Don Knotts,Jim Nabors,Don Knotts,George Lindsay,Andy Griffith
98,What Places in the Heart star also played the starring role of The Flying Nun in her earlier days?,television,Sally Field,Meryl Streep,Cher,Sally Field,Cicely Tyson
100,"Buddy Ebsen, who played Detective Barnaby Jones on the TV series Barnaby Jones, and Jed Clampett on the Beverly Hillbillies, served for 5 years as a lieutenant in what branch of the United States armed forces?",television,United States Coast Guard,United States Army,United States Coast Guard,United States Navy,United States Air Force
101,"This TV mom, who was married to Darrin, had a daughter Tabitha and a son Adam.",television,Samantha Stephens,Jill Taylor,Samantha Stephens,Edith Bunker,Claire Huxtable
102,"This blue-haired mom and her husband Homer had 3 kids, Bart, Lisa and Maggie.",television,Marge Simpson,Edith Bunker,Thelma Harper,Marge Simpson,Betty Rubble
103,"This TV character and her spouse Tim The Tool Man were the parents of  Brad, Randy and Mark.",television,Jill Taylor,Florida Evans,Maureen Robinson,Jill Taylor,Edith Bunker
104,"This hard-working TV mother and her husband James took care of their three children, J. J., Thelma and Michael.",television,Florida Evans,Thelma Harper,Roseanne Conner,Florida Evans,Isabel Sanford
105,"This TV mom and her husband John struggle to live a decent life during the Great Depression and the Second World War, taking care of their seven kids, John Boy, Mary Ellen, Jason, Erin, Ben, Jim Bob and Elizabeth.",television,Olivia Walton,Jill Taylor,Marge Simpson,Olivia Walton,Betty Rubble
106,"Which TV sharp-tongued widow had a son, named Vinton?",television,Thelma Harper,Edith Bunker,Shirley Partridge,Thelma Harper,Lois Wilkerson
107,"This TV character, who is a trained biochemist, and her husband John are the parents of  Judy, Penny and Will.",television,Maureen Robinson,Claire Huxtable,Maureen Robinson,Thelma Harper,Elizabeth Montgomery
108,"This TV mom and her husband Cliff live in in Brooklyn, New York with their kids Sondra, Denise, Theo, Vanessa and Rudy.",television,Claire Huxtable,Carol Brady,Jill Taylor,Isabel Sanford,Claire Huxtable
109,"This TV mom and her husband Hal are the parents of Francis, Reese, Malcom, Dewey and Jamie.",television,Lois Wilkerson,Samantha Stephens,Lois Wilkerson,Wilma Flintstone,Jane Curtin
110,"This bossy and dominant TV character and her easy-going husband Dan have three children, Becky, Darlene, and DJ.",television,Roseanne Conner,Anne Romano,Olivia Walton,Thelma Harper,Roseanne Conner
111,What year did the popular sitcom Happy Days first hit the airwaves?,television,1974,1969,1974,1970,1968
112,"Ralph Malph, the chracter from Happy Days who left with Richie to join the army, was played by which actor?",television,Donny Most,Donny Most,Anson Williams,Randolph Roberts,Gavan O Herlihy
113,What high school did the gang from the sitcom Happy Days attend?,television,Jefferson,Cleveland,Fillmore,Jefferson,Madison
115,"What was the name of Fonzies girlfriend, portrayed on the show Happy days by actress Roz Kelly?",television,Pinky,Laverne,Dawn,Phoebe,Pinky
116,"What was the last name of Chachi, the character from Happy Days, who eventually married Joanie Cunningham?",television,Arcola,Fonzarelli,Arcola,DeMartino,Cappiacola
117,"On the ABC show Happy Days, Richie got married to Lori Beth, who was portrayed by which actress?",television,Lynda Goodfriend,Linda Lavin,Lynda Purl,Lynda Goodfriend,Linda Schwartz
118,"On the sitcom Happy Days, Fonzie worked as a mechanic in which garage?",television,Broncos Garage,Casperellis Repair Shop,Pinkys Fix  It Fast,Arthurs  Auto Shop,Broncos Garage
119,Who played the part of Fonzies father in the ABC TV series Happy Days?,television,Cesar Romero,Cesar Romero,Joey Bagadonuts,Vicent Gardenia,Al Molinaro
120,What was the name of the oldest Cunningham brother on the show  Happy Days?,television,Chuck,Chuck,Mitch,Bobby,Billy
121,"This character from the popular sitcom Happy Days was a waitress on roller skates, played by Beatrice Cohen.",television,Marsha,Jan,Marsha,Cindy,Carol
123,"Who played the role of  Police Officer Jon Baker on the hit show CHiPs, which hit the airwaves in 1977?",television,Larry Wilcox,Bruce Penhall,Robert Pine,Larry Wilcox,Paul Linke
124,"This actor played the role of Nels Oleson, the proprietor of the towns general store, in the TV series Little House on the Prairie.",television,Richard Bull,Kevin Hagen,Michael Landon,Richard Bull,Dabs Greer
125,Which Emmy-winning actor portrayed detective Dan Tanna on the 70s show  Vegas?,television,Robert Urich,David Hasselhoff,Sam Elliot,Greg Evigan,Robert Urich
126,"Who played the role of Lt. Bill Crowley on the hit television show Police Woman, that ran from 1974 to 1978?",television,Earl Holliman,Jerry Reed,Val Bisoglio,Earl Holliman,Dave Madden
127,Which Canadian actor starred on the sitcom Diffrent Strokes as the rich widower Phillip Drummond?,television,Conrad Bain,Robert Conrad,Conrad Janis,Conrad Bain,William Conrad
128,"This African-American actor played the role of Grady Wilson on the sitcom Sanford and Son, which debuted on NBC in 1972.",television,Whitman Mayo,Slappy White,Don Bexley,Demond Wilson,Whitman Mayo
130,Who starred on the sitcom Alice as the neurotic and feather-brained Vera?,television,Beth Howland,Polly Holliday,Beth Howland,Celia Weston,Diane Ladd
132,"Who played the role of  Lori Beth Allen on the sitcom Happy Days, that debuted on ABC in 1974?",television,Lynda Goodfriend,Cathy Silvers,Linda Purl,Crystal Bernard,Lynda Goodfriend
133,"In episode #48 of the sitcom The Brady Bunch, entitled  Alices September Song, Alice gets a visit from an old boyfriend whose name is what?",television,Mark Millard,Mark Millard,Sam  Dabutcher,Mike Gregory,John Stephenson
134,What was the name of Cindys beloved doll in the The Brady Bunch?,television,Kitty Karryall,Baby This and That,Mrs. Beasley,Kitty Karryall,Tiffany Taylor
135,"This actor portrayed Sam the Butcher, a recurring character in the TV series, The Brady Bunch.",television,Allan Melvin,Joe E. Ross,Allan Melvin,Jerry Van Dyke,Carroll  OConnor
136,"This actor is famous for playing the role of Peter Brady on the sitcom, The Brady Bunch.",television,Christopher Knight,Michael Knight,Ted Knight,Barry Williams,Christopher Knight
137,"In Getting Gregs Goat, an episode of The Brady Bunch, Greg steals the goat Raquel, mascot of which rival school?",television,Coolidge High School,Millard Fillmore High School,Carver High School,Coolidge High School,James Madison High School
138,"This character, played by Robbie Rist is Carols nephew, who appeared in the final season of  The Brady Bunch.",television,Oliver,Stan,Oliver,Sigmund,Jason
139,"In 54-40 and Fight, an episode of The Brady Bunch,  the kids collect trading stamps and decide who will keep control over all stamps, using what type of contest?",television,Building a house of cards,3 legged race in the backyard,Building a house of cards,Doing chin ups on the swing set,Bicycle race
140,What was Carols full name before she married Mike Brady in the pilot episode of The Brady Bunch?,television,Carol Tyler Martin,Carol Luise Anderson,Carol Tyler Martin,Carol Anderson Bradford,Carol Brown Whitaker
141,"This actress portrays Aunt Jenny in an episode of the The Brady Bunch, entitled Jans Aunt Jenny.",television,Imogene Coca,Natalie Schaefer,June Lockhart,Frances Whitfield,Imogene Coca
142,"This actress, who as an adult got into graphic design, played the role of Cindy, one of Carols daughters on The Brady Bunch.",television,Susan Olsen,Cynthia Olsen,Susan Olsen,Mary Kate Olsen,Nellie Olsen
143,What year did the long-running television show Cheers  first hit the airwaves?,television,1982,1980,1979,1982,1984
144,"Sam Malone, the bartender and owner of the eponymous bar on the show Cheers, was a former major league pitcher. What was his nickname as a player?",television,Mayday Malone,Mayday Malone,Sam the Man,The Mighty Malone,Strike em Out Sammy
145,Who played the role of the blond waitress Diane Chambers in the 80s TV series Cheers?,television,Shelley Long,Shelley Long,Kirstie Alley,Jackie Swanson,Diane Lane
147,"On the sitcom Cheers, actress Rhea Perlman played the role of Carla. What was Carlas last name?",television,Tortelli,Esposito,Tortelli,Gianculli,Farlow
148,What was the name of  Woody Boyds girlfriend on the show Cheers?,television,Kelly,Nelly,Shelley,Michelle,Kelly
149,"What was the maiden name of Frasier Cranes wife Lilith, portrayed on the show Cheers by Bebe Neuwirth?",television,Sternin,Schwartz,Tannenbaum,Sternin,Goldschmidt
151,"What is the theme song of the TV show Cheers, performed by Gary Portnoy?",television,Where Everybody Knows Your Name,Love and Marriage,Do You Remember Me,Where Everybody Knows Your Name,I Love You
152,What year did the popular NBC show Cheers go off the air?,television,1993,1993,1997,1992,1994
153,"Which New York City school did Archie Bunker from TV series, All in the family attend?",television,William Cullen Bryant,Long Island City,William Cullen Bryant,James Madison,Grover Cleveland
154,In what year did the popular sitcom All in the Family first hit the airwaves?,television,1971,1972,1969,1970,1971
155,"In the sitcom All in the family, Archie Bunker was a dock foreman for what company?",television,Prendergast Tool and Die company,Bills bait and Tackle,Johnny Estradas Hardware Goods,Freemans  Bait and Tackle,Prendergast Tool and Die company
156,"In TV series All in the Family, the Bunkers resided at what address?",television,704 Houser Street,22-20 77th Street,23-34 Dorothy Place,1313 Mockingbird Lane,704 Houser Street
157,"In the series All in the Family, what nickname was given to Michael Stivic by his father-in-law, Archie Bunker?",television,Meathead,Dummy,Dingbat,Big Butt,Meathead
158,"This character from All in the Family, played by actress Danielle Brisebois, was adopted by the Bunkers.",television,Stephanie,Stephanie,Billie,Gloria,Millie
159,"In season four of  All in the family, Betty Garrett and Vincent Gardenia played the Bunkers new next-door neighbors, whose last name was what?",television,Lorenzo,Esposito,Lorenzo,Cappiacola,LaRocca
160,"What was the name of the bar, that Archie Bunker used to frequent in All in the family?",television,Kelseys Bar,Kelseys Bar,The Manor Lounge,Murrays Bar and Grill,O Neills Pub
161,"The sitcom, All in the Family is based on what British TV series?",television,Till Death Do Us Part,Honey I Love You,Archibald And Edith,Till Death Do Us Part,The British Are Coming
162,Which African-American couple lived next to the Bunkers on All in the Family?,television,The Jeffersons,The Montgomerys,The Johnsons,The Whites,The Jeffersons
163,"Amy has one brother, but he has been called two different names.  He is mentioned and seen once in an early season. In later seasons he appears with a different name.  What are the two names he has been referred to as?",television,B. Peter  Russell,A. Peter  Rusty,C. Rusty  Russell,B. Peter  Russell,D. Russell  Ryan
164,"After Deborahs parents divorce, they visit for Thanksgiving.  What does Ray witness that creeps him out?",television,Warren  Lois in bed together.,Warren watching an adult movie.,Warren  Lois in bed together.,Lois kissing Robert.,Warren in bed naked.
165,What was Roberts ex-wifes name as an exotic dancer in Atlantic City?,television,Cinnamon,Peppermint,Cinnamon,Honey,Bambi
166,"After Marie drives the car into Ray and Deborahs house, why does Ray get so upset when it is repaired?",television,The stripes on the new wallpaper are different.,Deborah doesnt think it looks the same as before.,Frank wont pay for it.,The stripes on the new wallpaper are different.,The window is moved over.
167,How did Robert get injured on the job?,television,He was gored by a bull.,He was attacked by a rabid dog.,He fell in a manhole.,He was gored by a bull.,He was shot during a robbery.
168,Where was Deborah working when she met Raymond?,television,For the New York Rangers.,For the New York Mets.,"At the Hunt, Rogers and Snyder law firm.",For the New York Rangers.,At The Charlotte Sterling Advertising Agency.
169,What did Robert get Amy for their first Valentines Day together.,television,Iguana,Iguana,Puppy,Flowers,A necklace
170,Where did Frank say he learned to play ping pong?,television,"In Korea, during the war.","In Korea, during the war.",In college.,From his father.,At the lodge.
171,Who does Ray get into a fight with when he takes Allie to sell Campfire Girl Cookies?,television,"The Troop leader, Peggy",Allie,"The Troop leader, Peggy",A neighbor,A business owner
172,What indiscretion does Deborah commit during college that ended up on the front page of the paper?,television,She got topless at Mardi Gras.,She got drunk.,She went to a nude beach.,She got arrested for lewd behavior.,She got topless at Mardi Gras.
173,"When Raymond is seen swing dancing at a club, what does a woman comment that may be wrong with him.",television,An inner ear problem.,A seizure.,He is mentally challenged.,An inner ear problem.,Body spasms.
174,This TV cartoon character used the catchphrase HEY HEY HEY starting in 1972.,television,Fat Albert,Fat Albert,Scooby Doo,Underdog,Archie Andrews
175,"Danger, Will Robinson was heard each week on this science fiction show back in 1965.",television,Lost in Space,Johnny Quest,Mannix,Its About Time,Lost in Space
176,"This show, set in Chicago, featured a character who used the catchphrase Dyn-o-mite.",television,Good Times,The Mary Tyler Moore Show,Good Times,The Dick Van Dyke Show,Barnaby Jones
177,Godll get you for that was the catchphrase of Edith Bunkers cousin who appeared on which of these shows?,television,Maude,Maude,Columbo,The Jackie Gleason Show,The Waltons
178,Is that your final answer was said in each episode by the host of what game show?,television,Who Wants To Be Millionaire,Jeopardy,Who Wants To Be Millionaire,Match Game P.M.,The Wheel Of Fortune
179,The one-word catchphrase Stifle! was addressed to Edith Bunker weekly on what TV show?,television,All in the Family,Mannix,Good Times,All in the Family,The X-Files
180,"Baby, youre the greatest could be heard from a New York bus driver on what show?",television,The Honeymooners,The A-Team,The Honeymooners,Bonanza,Gunsmoke
181,"The catchphrase Good night, John Boy could be heard at the end of each episode of this family show.",television,The Waltons,The Waltons,Leave it to Beaver,Sanford and Son,The Honeymooners
182,"At the end of most episodes of this show, Steve McGarrett would say Book em Danno.",television,Hawaii Five - 0,Barney Miller,Hawaii Five - 0,Mannix,The Andy Griffith Show
183,Come on down is a catchphrase heard on this game show hosted by Bob Barker.,television,The Price Is Right,The Price Is Right,Blockbusters,Super Password,Lingo
184,"What 70s television show featured three waitresses who worked at a diner in Phoenix, Arizona?",television,Alice,Roseanne,Alice,Gimme a Break,Food for Thought
185,"This controversial television show, which was the hit of 1977, centered around two families - the Tates and the Campbells.",television,Soap,Mamas Family,Soap,Love Sidney,Im A Big Girl Now
186,"This 70s television, patterned after the hit series Love, American Style, consisted of sketches dealing with love of all types, young and old, married and unmarried. All of the stories took place on a luxury cruise ship.",television,The Love Boat,Love Connection,Fantasy Island,Blanskys Beauties,The Love Boat
187,"This 70s television show, set in Pasadena, California, focused on a middle class family, the Lawrences. The father Doug Lawrence was a lawyer.",television,Family,Eight Is Enough,Family,Family Affair,Family Matters
188,This 70s television show was centered around a husband and wife who were supersleuths. Jonathan was a self-made millionaire and his wife Jennifer was a freelance journalist.,television,Hart to Hart,Just the Two Of Us,Love And Marriage,To Catch a Thief,Hart to Hart
189,"Who played the role of Beaver Cleaver in 1950s sitcom, Leave it to Beaver?",television,Jerry Mathers,Bob Denver,Tony Dow,Jerry Mathers,Wile E. Coyote
190,"Who played the role of Goober Pyle on the 1960s series, The Andy Griffith Show?",television,George Lindsey,Johnny Bench,George Lindsey,Jerry Mathers,Jim Nabors
191,"Who played the role of Kitty Russell on CBS show, Gunsmoke?",television,Amanda Blake,Dawn Wells,Amanda Blake,Betty Lynn,Jamie Foxx
192,"Who played the role of Thelma Lou on 1960s CBS series, The Andy Griffith Show?",television,Betty Lynn,Cindy Brady,Helen Crump,Betty Lynn,Tina Louise
193,"Who played the role of Marcus Welby on ABC drama, Marcus Welby, M.D?",television,Robert Young,Alan Hale Jr.,Russell Johnson,Robert Young,James Brolin
194,"Who played the role of Samantha Stevens on ABC sitcom, Bewitched?",television,Elizabeth Montgomery,Elizabeth Montgomery,Bonnie Franklin,Jane Wyatt,Carrie Montgomery
195,"Who played the role of Lucas McCain in the black and white western, The Rifleman?",television,Chuck Connors,Johnny Connors,Mike Connors,Chuck Connors,Tim Connors
196,"Who played the role of Oliver Wendell Douglas on TV show, Green Acres?",television,Eddie Albert,Buddy Ebsen,Eddie Albert,Max Baer,Jim Nabors
